tag mll pt1 eta1 pt2 eta2 pt3 eta3 pt4 eta4 met
g 128.854088946 67.6813 0.796446 61.2294 0.885164 NA NA NA NA 453.302
m 91.9440392823 27.2654 1.5144 25.8531 0.78178 NA NA NA NA 426.992
e 957.556371426 357.949 1.7574 347.764 0.112398 NA NA NA NA 1023.48
g 144.524659182 70.4433 0.770647 50.7142 2.09081 NA NA NA NA 374.965
e 90.6165152159 53.2488 1.19652 33.832 0.453235 NA NA NA NA 399.297
m 91.0985326512 54.8908 2.4972 36.8817 2.17203 NA NA NA NA 530.394
e 90.0587140351 46.9622 0.153887 43.3139 0.15649 NA NA NA NA 480.458
e 88.8725849721 20.8716 0.582579 20.0144 2.24167 NA NA NA NA 283.691
m 3.19063041412 43.4835 0.199326 22.5637 0.295806 NA NA NA NA 642.551
e 67.6929755417 30.8613 0.106988 26.5981 1.37258 NA NA NA NA 554.354
g 133.878094439 100.546 1.79239 47.1897 1.20671 NA NA NA NA 512.48
e 87.202936236 57.6253 0.0834741 45.2136 0.516914 NA NA NA NA 420.126
m 117.92728552 67.92 1.61576 42.397 0.613811 NA NA NA NA 703.857
m 73.2273118657 38.5996 0.582681 31.816 1.17935 NA NA NA NA 769.936
e 80.1818558621 39.0401 2.07585 33.5713 1.15641 NA NA NA NA 402.249
g 122.900181797 67.9227 0.849276 41.9619 0.274867 NA NA NA NA 534.568
m 93.6956958385 46.0597 1.10374 42.1859 1.81226 NA NA NA NA 982.921
g 113.302846813 50.9982 0.149122 49.4836 0.865609 NA NA NA NA 428.65
e 88.3123418165 38.4363 2.45998 36.2919 1.26996 NA NA NA NA 494.633
g 112.084762036 52.4988 0.545932 48.4729 0.51976 NA NA NA NA 551.588
m 813.980784848 310.371 0.718657 246.679 1.15577 NA NA NA NA 525.001
g 156.983779788 94.2548 0.830834 58.2804 1.8714 NA NA NA NA 852.808
e 90.5482047387 53.3271 0.866683 37.9041 0.612414 NA NA NA NA 383.27
g 141.680136345 75.0176 0.445541 66.9801 0.455883 NA NA NA NA 660.64
e 85.9921081547 20.4136 1.75485 17.2495 1.20957 NA NA NA NA 435.496
g 127.39314685 94.0046 0.286234 46.4046 0.0333833 NA NA NA NA 698.215
m 992.907212656 308.916 1.32319 264.207 0.978108 NA NA NA NA 241.473
g 139.726581304 81.4179 2.14342 44.1555 0.964916 NA NA NA NA 1037.13
g 109.199930089 48.0007 0.291439 41.5028 1.67368 NA NA NA NA 596.567
e 3.35207506573 30.2378 0.211563 17.6043 0.277731 NA NA NA NA 648.837
m 88.5643192029 29.6596 1.88008 25.1838 0.246129 NA NA NA NA 453.551
g 109.23443537 57.2841 1.17248 51.8327 1.32884 NA NA NA NA 462.234
e 85.7114321689 39.8271 0.714661 36.3839 0.310849 NA NA NA NA 346.199
e 91.503488383 68.3626 1.10249 35.2787 0.635525 NA NA NA NA 495.607
g 136.944439772 47.1687 1.32746 40.6835 0.78487 NA NA NA NA 644.78
m 78.6607068288 43.9328 2.17741 35.2034 2.21797 NA NA NA NA 524.122
g 103.911557255 40.7934 0.586226 33.3421 1.16602 NA NA NA NA 519.299
g 151.596866903 67.8706 2.16055 49.5894 0.565904 NA NA NA NA 853.468
g 124.625924919 62.1607 0.587258 38.3687 0.866878 NA NA NA NA 575.327
e 85.3974539104 38.8434 1.1287 35.5705 2.20646 NA NA NA NA 487.923
m 89.1103223724 44.6136 1.80126 42.99 1.42033 NA NA NA NA 394.028
m 3.21353394096 47.6757 1.28201 44.2672 1.3083 NA NA NA NA 619.043
g 99.7753546224 49.1153 0.27217 49.9916 0.0384789 NA NA NA NA 813.074
e 83.2883207421 42.5293 0.935842 40.6659 1.04054 NA NA NA NA 319.973
e 106.214041152 58.1514 1.24912 42.3369 1.99521 NA NA NA NA 501.645
g 106.094058909 58.0808 1.24705 42.4767 1.98293 NA NA NA NA 501.645
e 1017.60409398 473.071 0.348411 463.743 1.17426 NA NA NA NA 1250.04
g 119.750471011 60.2378 0.453908 57.5582 1.29636 NA NA NA NA 369.788
e 89.0577134395 81.5146 1.75965 24.1462 2.4464 NA NA NA NA 416.603
e 86.263735648 37.0994 0.0635634 35.9881 1.12061 NA NA NA NA 739.403
g 115.721807199 55.5082 0.467792 44.0308 0.90453 NA NA NA NA 623.946
g 100.464421048 46.3275 0.567451 35.3631 0.800534 NA NA NA NA 293.866
g 101.782240792 71.6918 1.11653 34.3386 2.03189 NA NA NA NA 464.359
e 989.029463504 415.577 0.620999 393.427 0.755844 NA NA NA NA 1286.98
g 128.004200956 47.66 0.590816 43.0996 1.28974 NA NA NA NA 687.775
e 3.8795066603 34.0273 0.540901 16.3665 0.377438 NA NA NA NA 451.217
e 87.0299560941 69.4389 1.00271 26.8989 1.25813 NA NA NA NA 303.275
m 92.5986071727 43.6454 0.984944 38.4688 2.00584 NA NA NA NA 373.766
e 117.242056426 56.0284 0.522723 43.5834 1.72584 NA NA NA NA 356.215
e 91.3781692533 43.6814 0.289845 46.5394 0.641184 NA NA NA NA 226.288
g 117.670619778 54.8868 0.492089 60.2015 0.0575899 NA NA NA NA 648.273
e 86.3028417063 31.6084 2.11568 24.6275 0.107544 NA NA NA NA 245.655
e 93.3841622927 53.7626 1.77639 39.9184 1.29608 NA NA NA NA 532.226
g 118.321200364 50.4008 0.0988042 43.0278 1.3501 NA NA NA NA 387.779
m 94.4638107005 45.5584 1.74118 44.4562 2.36989 NA NA NA NA 502.256
e 88.6344143129 51.008 0.770839 33.463 0.140689 NA NA NA NA 488.272
e 79.1228559028 52.1179 1.98321 42.5455 1.69323 NA NA NA NA 332.242
m 91.9123928223 34.7076 0.123403 26.5426 2.07375 NA NA NA NA 841.587
m 81.4779751515 43.2801 1.03827 38.5688 1.13866 NA NA NA NA 334.029
g 132.273005796 149.304 1.9584 33.5335 2.26006 NA NA NA NA 885.606
m 84.6751388904 51.959 1.96782 34.5853 1.77952 NA NA NA NA 702.404
m 87.9106784781 58.3987 0.0816765 32.6956 0.533672 NA NA NA NA 545.086
g 109.070332556 46.3077 0.353502 35.8434 1.30878 NA NA NA NA 495.302
e 94.4102895726 47.8335 1.77121 43.6238 1.25184 NA NA NA NA 556.801
g 102.756279222 47.3564 1.06476 44.4605 0.0934247 NA NA NA NA 936.866
g 139.835705454 57.8096 0.0603639 33.0246 2.18794 NA NA NA NA 243.552
g 114.821716293 41.0701 0.76552 40.7656 1.2269 NA NA NA NA 460.795
g 111.995657238 59.1732 2.1568 44.8384 1.32427 NA NA NA NA 816.834
g 99.3988137945 67.3778 1.6195 36.5944 1.70391 NA NA NA NA 401.904
g 100.8470132 46.3524 0.533783 47.141 1.56458 NA NA NA NA 1099.7
m 95.2663281675 42.7275 1.95822 42.7247 1.00781 NA NA NA NA 409.201
m 86.1396701612 41.9224 0.672211 25.4351 2.28707 NA NA NA NA 815.413
m 90.7000227494 53.0914 0.800188 50.91 1.08104 NA NA NA NA 568.882
m 850.939471317 293.62 0.836546 280.478 1.05689 NA NA NA NA 471.693
m 90.4977295497 49.9525 1.58521 43.2099 1.31917 NA NA NA NA 781.84
m 89.9653627622 33.3541 2.14933 20.7696 0.12259 NA NA NA NA 407.691
e 136.02024396 73.7095 0.152447 57.1642 0.81895 NA NA NA NA 874.53
g 136.043454231 73.7249 0.151478 57.1435 0.818087 NA NA NA NA 874.53
g 148.427108832 96.9254 0.743474 56.5063 0.970876 NA NA NA NA 705.931
m 94.8902967346 50.0463 1.60643 44.4746 1.82162 NA NA NA NA 392.884
e 89.632134296 45.9152 0.142283 41.8968 0.564277 NA NA NA NA 162.795
g 152.71935599 45.2349 0.517072 34.6273 2.03957 NA NA NA NA 285.114
e 91.4660499432 45.6957 1.04171 42.8638 0.526118 NA NA NA NA 268.249
m 84.376723935 40.4704 0.712895 33.8356 0.345116 NA NA NA NA 624.768
e 815.043676002 148.805 2.29499 119.363 1.27093 NA NA NA NA 575.047
m 992.373118668 357.193 0.0701408 356.726 1.78443 NA NA NA NA 306.984
e 9.18751391314 25.8831 0.952866 13.1497 0.817597 NA NA NA NA 472.309
g 135.057284881 101.934 1.34151 32.981 0.172808 NA NA NA NA 968.01
e 75.9191134139 45.544 1.11808 28.4738 0.461806 NA NA NA NA 354.596
e 87.7077716907 45.7889 0.380469 38.5079 0.244229 NA NA NA NA 228.454
e 84.8842770379 49.1693 0.884746 33.1979 1.51864 NA NA NA NA 227.431
g 135.941161556 54.0494 0.0556225 48.8545 1.62329 NA NA NA NA 368.323
g 117.395334659 57.8207 0.329417 41.5983 1.62091 NA NA NA NA 489.221
g 118.110619943 51.2114 0.858331 47.4403 0.380755 NA NA NA NA 620.475
e 85.4520010474 46.085 0.611617 35.9442 0.0168764 NA NA NA NA 387.721
g 148.528312174 50.4654 1.12676 44.6222 0.947732 NA NA NA NA 464.698
e 85.1175675791 42.8968 0.89134 39.2563 0.302916 NA NA NA NA 221.978
m 98.8405622029 51.5795 1.71567 40.8522 0.932387 NA NA NA NA 425.837
e 66.6876020525 46.2489 0.808714 13.074 2.45074 NA NA NA NA 830.026
m 89.4601367753 42.1671 0.553678 38.9701 0.352622 NA NA NA NA 366.248
e 91.2478376116 50.7697 0.183365 41.5646 0.0631009 NA NA NA NA 439.705
e 3.19681911755 25.3641 1.31752 14.6956 1.28039 NA NA NA NA 250.303
m 89.7402301787 36.3387 0.708291 33.0392 2.22203 NA NA NA NA 366.928
g 122.831688589 64.7985 1.74393 57.6206 1.53305 NA NA NA NA 388.919
e 88.3703477049 43.036 1.99403 39.7226 1.25656 NA NA NA NA 318.657
g 130.042888446 39.8739 2.17819 34.3108 0.1506 NA NA NA NA 277.622
e 3.14719617608 30.5708 0.13668 12.7291 0.277252 NA NA NA NA 213.818
m 86.6096304143 38.2212 0.715226 36.4136 0.427068 NA NA NA NA 450.829
e 88.8650752206 48.7213 0.313275 40.3828 0.477557 NA NA NA NA 366.417
m 891.667692014 474.43 1.2328 323.455 0.186795 NA NA NA NA 444.136
m 81.418397387 35.2592 1.58027 31.9861 0.26731 NA NA NA NA 904.618
e 114.356271864 71.4903 1.09112 21.3959 1.20629 NA NA NA NA 273.488
g 109.178630152 45.7195 0.817428 39.6093 0.659426 NA NA NA NA 450.311
g 105.259354507 85.9611 1.05469 32.6588 0.661906 NA NA NA NA 352.649
g 139.349576462 52.4096 1.07054 38.2581 1.15928 NA NA NA NA 576.158
m 90.7888757452 38.6357 0.910739 23.0305 1.05398 NA NA NA NA 636.238
m 75.6187714651 38.286 1.07113 27.2969 0.134253 NA NA NA NA 405.94
g 122.497042216 50.571 1.11073 41.5267 0.487321 NA NA NA NA 634.255
e 90.095476124 42.0243 0.171402 43.1942 0.849716 NA NA NA NA 494.053
m 91.1056019958 70.6168 0.730771 28.5427 0.364508 NA NA NA NA 553.738
e 100.745777365 48.9906 2.02467 45.6746 1.15362 NA NA NA NA 511.328
g 99.6879551964 46.1092 2.06452 45.7717 1.15148 NA NA NA NA 511.328
m 915.221390692 446.582 0.132298 418.783 0.560299 NA NA NA NA 363.266
g 109.849776382 59.5883 1.20552 38.5258 2.33218 NA NA NA NA 542.576
m 86.0306377453 40.1425 1.1391 35.0398 2.21473 NA NA NA NA 666.745
g 141.961589723 73.3444 1.23016 50.9897 2.37829 NA NA NA NA 459.684
e 2.90072803276 28.3727 0.228517 10.4483 0.0651411 NA NA NA NA 337.938
m 78.4507247749 48.3715 1.46456 32.4686 1.51184 NA NA NA NA 887.241
g 134.686521331 55.7559 2.27087 35.556 0.186159 NA NA NA NA 341.167
g 158.80038002 87.5665 1.27655 59.5855 0.384535 NA NA NA NA 487.008
e 91.1736118656 49.9252 1.01422 42.2404 0.973488 NA NA NA NA 363.794
m 87.9979986185 42.2042 1.45843 39.1076 0.645349 NA NA NA NA 353.2
m 10.2386542892 24.7986 0.761991 21.3102 1.19283 NA NA NA NA 502.736
g 101.121949145 49.2722 0.586445 37.167 1.86464 NA NA NA NA 401.217
m 90.6432005784 44.9625 1.21183 44.1486 1.58332 NA NA NA NA 600.301
g 120.994006093 67.3282 0.808713 38.3113 2.04098 NA NA NA NA 464.945
g 131.156403642 58.5948 0.383672 58.9457 1.34134 NA NA NA NA 478.691
e 86.4993794722 27.4201 0.554555 40.0584 0.974205 NA NA NA NA 352.038
g 108.172575325 56.1979 0.954507 51.6426 1.19942 NA NA NA NA 369.864
e 92.0391150465 46.3113 1.38171 23.2488 0.357825 NA NA NA NA 565.781
m 88.9851927308 29.6634 1.59192 24.7348 0.574208 NA NA NA NA 407.879
e 89.0141435851 45.3045 0.488375 40.0177 1.10542 NA NA NA NA 277.147
m 3.70734664747 22.0559 1.11026 21.9774 1.01417 NA NA NA NA 854.532
m 92.7216757514 48.9102 1.84156 35.5034 0.900626 NA NA NA NA 458.277
g 102.39893414 40.8656 0.567373 32.5279 2.32045 NA NA NA NA 750.608
m 90.8340815263 43.4726 1.13708 32.9074 0.110469 NA NA NA NA 471.075
g 118.427121312 68.1163 1.63597 47.7943 1.08096 NA NA NA NA 261.505
m 92.8735411627 50.794 0.0129663 41.5182 0.328194 NA NA NA NA 396.101
e 95.2380788313 44.3889 0.333557 44.4532 1.08802 NA NA NA NA 214.358
e 3.06248048417 31.8653 0.838834 19.9777 0.778405 NA NA NA NA 365.589
g 111.524988096 44.6971 1.57083 41.9759 0.0881827 NA NA NA NA 240.476
m 93.049926024 53.4708 1.90115 37.3852 2.46984 NA NA NA NA 267.817
m 88.9864724611 32.5814 1.29012 29.8503 0.497604 NA NA NA NA 388.82
e 89.0081463145 36.6281 0.0351944 37.9272 1.34172 NA NA NA NA 287.532
m 10.525352479 40.2334 0.293279 39.0169 0.479228 NA NA NA NA 825.465
m 88.1112977246 32.4558 1.16317 27.9532 0.693577 NA NA NA NA 581.757
e 85.0078818365 44.224 0.281027 41.6038 0.464795 NA NA NA NA 273.014
e 90.9350559401 32.9209 1.03094 26.5427 0.962908 NA NA NA NA 210.154
e 90.1919159394 45.7769 0.321863 45.6778 0.643588 NA NA NA NA 386.104
m 1045.6839615 542.662 1.28023 444.852 0.566795 NA NA NA NA 300.299
m 94.047434751 52.065 2.35955 42.4669 2.28353 NA NA NA NA 656.158
m 91.9958170149 42.9568 1.41326 40.5094 2.35831 NA NA NA NA 782.751
e 93.5584456408 50.1538 0.359979 43.6316 0.355566 NA NA NA NA 401.322
g 151.052602304 59.8071 2.06955 56.5251 0.555305 NA NA NA NA 384.038
g 142.107857535 87.6051 1.66169 57.4608 1.7758 NA NA NA NA 503.574
m 93.0948454402 46.5895 1.73441 39.8227 2.53592 NA NA NA NA 483.707
g 127.11948842 71.7697 1.21997 55.625 1.53915 NA NA NA NA 482.762
e 87.1070132825 53.7643 0.918706 35.3824 0.965814 NA NA NA NA 465.851
g 110.008871581 90.1812 0.691157 40.708 1.13763 NA NA NA NA 381.823
e 89.6368826808 45.2474 0.695208 43.333 1.00704 NA NA NA NA 242.043
g 134.914752221 69.5128 1.30932 50.3123 0.00857824 NA NA NA NA 591.532
e 85.2778405598 46.1961 0.436884 36.3762 1.01836 NA NA NA NA 293.91
e 88.0148218845 44.706 0.514547 36.4005 1.3357 NA NA NA NA 330.849
e 82.2778780666 50.634 1.82481 10.4977 0.554534 NA NA NA NA 231.283
g 155.571714969 74.8618 1.64007 54.4103 0.334717 NA NA NA NA 626.637
e 11.5478034652 23.1287 0.104126 11.2209 0.485758 NA NA NA NA 329.823
e 108.245542896 46.7632 1.8917 38.7511 0.446389 NA NA NA NA 569.123
g 109.231197776 46.2683 1.89752 39.26 0.427528 NA NA NA NA 569.123
m 74.7446236465 44.6822 1.79308 30.132 2.22505 NA NA NA NA 329.581
e 90.6754452929 23.5909 1.19457 24.7157 1.29716 NA NA NA NA 274.704
g 119.703486837 58.1588 0.697869 55.1984 0.0276969 NA NA NA NA 347.487
e 11.1571515813 18.8605 1.91741 19.9297 1.66886 NA NA NA NA 658.559
g 133.008610935 56.8584 1.11169 37.8255 0.720238 NA NA NA NA 365.691
m 79.0633737214 42.2084 0.513932 36.6118 0.750272 NA NA NA NA 360.74
g 124.314490092 90.1866 0.191107 32.7882 0.909313 NA NA NA NA 709.933
e 87.5699984567 47.6761 0.462178 34.1374 1.00263 NA NA NA NA 314.328
e 92.7539203423 47.6845 2.21776 44.3397 1.93453 NA NA NA NA 472.608
g 136.448945065 87.4952 0.180752 44.4397 1.04199 NA NA NA NA 462.704
e 86.9959883435 46.652 1.64644 33.4471 0.741497 NA NA NA NA 786.819
g 109.681271614 51.6207 1.01332 43.1788 2.19656 NA NA NA NA 596.929
m 3.13454033611 24.2193 0.340053 22.0419 0.468966 NA NA NA NA 841.721
g 142.505234174 75.7441 1.85183 60.8426 1.13832 NA NA NA NA 604.783
m 89.5776248706 45.233 1.5659 44.0447 1.34537 NA NA NA NA 459.441
g 154.652140181 131.027 1.95084 42.1164 0.599981 NA NA NA NA 584.187
m 3.12242808787 22.2779 1.80076 20.8 1.73256 NA NA NA NA 527.142
e 89.8424152263 47.1832 0.465757 40.8332 0.927758 NA NA NA NA 533.876
e 9.81395421363 21.4675 1.23454 20.7269 0.794214 NA NA NA NA 348.665
g 127.490889612 60.7414 2.09236 58.0018 1.32193 NA NA NA NA 513.523
g 134.586342018 72.4017 0.697285 55.4809 1.61786 NA NA NA NA 955.185
g 128.952357252 45.369 0.262317 35.789 2.35651 NA NA NA NA 510.06
g 102.212665377 41.5892 0.136875 41.9301 1.19241 NA NA NA NA 380.646
e 89.1329596713 36.2549 0.328328 30.2226 1.96153 NA NA NA NA 311.397
g 147.861373264 114.73 2.26388 112.067 1.0388 NA NA NA NA 997.07
e 85.0862194165 48.0751 1.26537 36.3978 1.65892 NA NA NA NA 582.725
m 82.1653627342 25.2371 1.67144 25.0307 0.484857 NA NA NA NA 275.169
e 81.6432800293 46.1208 0.222026 13.0214 1.98362 NA NA NA NA 269.449
m 94.6150222526 52.9807 1.74948 40.045 2.26448 NA NA NA NA 392.481
e 85.3079941837 40.9316 1.05227 38.5355 1.81829 NA NA NA NA 172.067
g 152.533839467 78.9595 1.66502 72.9459 1.86465 NA NA NA NA 525.331
m 78.0217457652 26.5852 1.59652 19.9937 0.642686 NA NA NA NA 379.47
g 111.863935092 45.8657 0.0979727 37.6508 1.92992 NA NA NA NA 763.038
g 133.508399604 94.5436 0.822094 49.872 0.765096 NA NA NA NA 692.256
m 91.8418158311 54.3074 0.594819 34.5493 1.29133 NA NA NA NA 421.792
g 156.405956597 67.1019 2.05134 51.0201 0.453318 NA NA NA NA 613.187
e 88.1036467054 36.5464 0.541095 34.2788 0.831897 NA NA NA NA 311.981
g 160.131072353 52.565 0.893061 44.8399 1.2805 NA NA NA NA 650.398
m 1017.84953597 336.438 0.275632 312.228 2.32138 NA NA NA NA 323.58
g 100.668505895 61.4907 0.886415 31.9254 0.252078 NA NA NA NA 628.797
e 100.811494424 27.4529 1.56251 18.1051 1.35606 NA NA NA NA 341.409
e 3.04027150643 20.2515 0.770671 15.4727 0.873248 NA NA NA NA 462.253
m 97.1751676986 32.7248 1.88907 22.4859 0.487812 NA NA NA NA 528.437
e 90.5751265237 41.2271 1.16156 34.1926 0.103346 NA NA NA NA 244.281
e 76.5626411558 42.4753 2.03136 37.3993 1.80295 NA NA NA NA 374.575
e 84.1071161938 34.2277 0.0791742 21.9387 2.09538 NA NA NA NA 279.674
m 91.4138294171 46.9047 0.924727 42.1963 0.416889 NA NA NA NA 883.987
e 87.4438144182 47.6025 1.62534 37.9597 1.12037 NA NA NA NA 511.081
m 8.51028812937 21.814 0.634743 20.3637 0.930091 NA NA NA NA 153.305
m 993.730683981 205.323 1.24275 200.001 1.84877 NA NA NA NA 531.441
g 112.886278045 49.8615 0.543994 40.2762 1.95679 NA NA NA NA 586.258
e 83.1123004959 43.5888 2.26191 34.4385 1.5035 NA NA NA NA 484.923
e 91.5980382165 50.5857 2.00877 40.1863 2.41667 NA NA NA NA 396.674
m 81.2625315376 40.233 0.178529 37.1667 0.89366 NA NA NA NA 388.258
g 132.830749744 67.4529 0.908972 59.4876 1.54859 NA NA NA NA 910.256
g 156.882269195 87.1321 0.649478 71.6054 0.538738 NA NA NA NA 679.723
e 91.1836121336 39.0695 0.0197927 36.4609 1.24978 NA NA NA NA 292.055
g 108.892842887 64.1043 0.992468 35.9882 2.23325 NA NA NA NA 558.388
g 128.047411492 83.5374 1.62676 41.8768 0.696454 NA NA NA NA 529.475
g 123.823556985 72.9016 0.580925 54.1448 0.166851 NA NA NA NA 664.062
g 116.7219232 64.8488 0.972828 32.8743 0.450372 NA NA NA NA 689.897
g 105.015200229 56.9471 0.224851 42.795 0.584219 NA NA NA NA 489.267
m 950.578548945 345.627 0.845298 317.532 0.979768 NA NA NA NA 481.452
g 122.326821139 70.2411 0.655984 46.6053 0.105757 NA NA NA NA 639.557
m 83.054494048 47.8821 0.714856 37.5823 0.7645 NA NA NA NA 376.019
e 88.1425366401 35.7375 0.939661 32.9361 0.537433 NA NA NA NA 325.703
g 115.371388229 63.8418 0.148765 43.9476 0.689336 NA NA NA NA 673.788
m 916.74862942 460.798 0.607232 418.375 1.20916 NA NA NA NA 438.301
m 89.6876231309 49.4144 0.293713 32.8807 0.649638 NA NA NA NA 329.11
g 112.876148179 41.6343 0.736709 40.2887 0.956016 NA NA NA NA 569.262
m 92.1022317324 48.0855 1.43795 42.2104 0.8269 NA NA NA NA 381.134
m 90.5028909837 43.0921 2.25807 41.7992 1.5333 NA NA NA NA 453.148
g 100.212908437 42.9811 0.153421 41.7947 1.34321 NA NA NA NA 457.319
e 89.6809552675 48.258 1.57126 37.1382 2.32454 NA NA NA NA 319.961
g 139.352401745 70.1495 1.71163 67.1364 0.576348 NA NA NA NA 569.096
m 94.2957388841 45.9788 1.31612 44.9926 1.90058 NA NA NA NA 341.968
e 980.317986205 316.484 1.51495 278.522 0.6617 NA NA NA NA 995.792
e 21.6001489178 92.896 0.655991 9.61896 0.0132867 NA NA NA NA 1131.94
g 151.98874633 93.268 0.652366 66.8199 1.31541 NA NA NA NA 1131.94
g 103.649341512 53.1976 1.05376 50.7238 1.23037 NA NA NA NA 1025.87
g 126.651779921 60.0354 0.695201 59.2729 0.00631571 NA NA NA NA 467.374
g 154.515721801 86.9817 0.940809 59.6892 0.0693376 NA NA NA NA 724.511
e 90.6589706666 46.7323 1.20335 43.9159 1.07397 NA NA NA NA 334.359
e 86.7491184555 27.8267 0.770553 26.4325 1.34243 NA NA NA NA 229.509
g 102.215584011 45.8261 0.734979 32.0784 2.33231 NA NA NA NA 781.976
m 107.007034928 62.4525 0.534332 45.6772 0.922494 NA NA NA NA 559.477
m 91.7354751112 53.1404 0.35841 39.2671 0.262399 NA NA NA NA 742.863
g 115.997123998 64.8383 1.55617 69.7036 0.983832 NA NA NA NA 715.74
m 89.4496230706 32.8802 0.100521 30.6332 1.65224 NA NA NA NA 260.957
m 87.9923313744 48.5756 0.851755 38.3442 1.27272 NA NA NA NA 400.862
m 91.695129414 48.0432 1.58593 41.4003 2.05821 NA NA NA NA 447.634
e 90.2214402418 35.4758 2.43174 32.7486 0.8589 NA NA NA NA 312.577
m 874.579289702 403.672 0.188069 385.854 1.11123 NA NA NA NA 211.453
e 92.9142353149 41.9473 2.1178 42.3051 1.21652 NA NA NA NA 443.263
e 90.6747912272 48.274 1.35317 33.8078 2.33562 NA NA NA NA 347.284
g 107.543713335 52.8464 0.468824 49.932 1.12264 NA NA NA NA 479.905
g 122.565058753 63.954 0.636521 57.309 0.320257 NA NA NA NA 443.516
e 90.4649685727 47.6288 0.772365 42.5077 0.978124 NA NA NA NA 403.788
m 81.9529626403 28.9029 0.984833 22.4177 1.14593 NA NA NA NA 525.606
e 84.124822003 31.0833 0.0813039 22.997 2.13216 NA NA NA NA 501.804
e 89.4127805812 44.5433 1.10379 32.0494 2.36543 NA NA NA NA 347.133
g 127.408312166 61.1129 0.552864 44.3591 1.87162 NA NA NA NA 519.487
e 89.3184933769 48.1669 0.0526398 39.9337 0.329198 NA NA NA NA 309.183
e 89.6326450984 35.7303 0.221813 38.7586 1.03804 NA NA NA NA 537.084
m 65.0202950366 28.7861 0.688756 26.6012 1.85521 NA NA NA NA 323.462
e 63.8749574847 39.0317 1.31093 7.06666 1.23452 NA NA NA NA 491.484
g 101.892213652 58.2113 0.560261 39.4373 1.29849 NA NA NA NA 491.484
g 142.95915551 76.3469 1.91969 37.6366 0.255637 NA NA NA NA 638.773
g 107.843400272 50.5799 1.80011 38.1976 0.461623 NA NA NA NA 787.229
e 111.016892718 49.6769 0.610833 49.0178 1.61682 NA NA NA NA 662.946
g 111.047091944 49.9693 0.611568 48.7727 1.61656 NA NA NA NA 662.946
g 160.437203852 56.049 1.77404 30.0923 1.01661 NA NA NA NA 769.735
m 90.1279547273 46.3195 0.519706 43.867 0.618509 NA NA NA NA 887.418
m 89.0819858539 40.3259 2.01767 39.276 1.04804 NA NA NA NA 466.281
g 113.707446506 100.646 0.749149 35.5905 1.04814 NA NA NA NA 725.785
e 92.844477116 44.731 0.621891 42.3256 1.35536 NA NA NA NA 337.379
e 87.4538181125 27.5068 0.016777 27.6328 2.06242 NA NA NA NA 290.482
m 1092.88431073 543.129 0.546569 537.48 0.245213 NA NA NA NA 267.954
e 91.9452050843 45.8184 0.235971 45.5589 0.00300502 NA NA NA NA 292.069
e 120.415494571 54.6092 0.458028 43.0404 1.82315 NA NA NA NA 520.691
g 122.915408407 55.1462 0.408815 44.4891 1.77289 NA NA NA NA 520.691
g 100.653985875 49.1676 0.049055 45.2463 0.680079 NA NA NA NA 390.688
e 87.1602223103 118.893 1.82073 81.7114 1.76583 NA NA NA NA 645.231
e 89.9452033055 43.8839 0.663412 43.0012 1.20065 NA NA NA NA 446.325
g 111.986149097 75.204 0.0778361 44.9725 0.0748372 NA NA NA NA 431.0
e 9.43795830481 24.1351 0.0427933 13.1368 0.172866 NA NA NA NA 261.739
g 134.029490103 81.3916 0.365211 51.9786 0.21771 NA NA NA NA 284.552
m 69.8011033455 31.6962 1.80176 27.5965 0.617826 NA NA NA NA 660.887
m 1027.86442052 321.149 0.0790607 295.581 2.12027 NA NA NA NA 316.113
m 89.3273588971 58.9187 0.0768231 25.3015 1.18378 NA NA NA NA 281.412
m 94.4832664572 49.747 1.38762 45.1688 1.4679 NA NA NA NA 417.186
g 157.331589466 80.7043 1.16416 76.4818 1.27487 NA NA NA NA 432.182
m 92.4102627413 48.6447 0.554222 42.1116 0.125892 NA NA NA NA 261.202
m 10.0167758348 46.0648 1.27036 36.2197 1.05047 NA NA NA NA 575.681
m 89.4013124459 42.4851 0.437242 36.4547 1.49958 NA NA NA NA 787.53
m 94.9766691945 74.3215 2.15957 35.2269 1.51213 NA NA NA NA 344.703
e 92.1392829871 39.4265 0.355198 34.238 1.75337 NA NA NA NA 215.753
g 144.565188527 47.733 0.116613 44.0442 2.21014 NA NA NA NA 420.045
e 89.3340066512 33.1331 0.843531 21.8021 1.56743 NA NA NA NA 476.228
e 104.86402176 47.3373 2.05676 48.3754 1.18601 NA NA NA NA 433.931
g 105.236504953 96.6177 0.621462 60.022 0.919312 NA NA NA NA 638.225
g 142.776466473 77.1104 0.54899 66.1315 0.576115 NA NA NA NA 374.583
e 91.1093609647 62.8848 0.476247 19.0307 2.04662 NA NA NA NA 365.293
g 107.628238681 60.9838 1.58186 41.3512 2.37411 NA NA NA NA 309.125
m 93.4910676419 41.315 0.353287 36.0676 0.924219 NA NA NA NA 469.0
g 104.167150139 50.8599 0.259788 41.1954 1.3074 NA NA NA NA 374.933
m 87.4312478952 50.0188 2.45099 38.2057 2.46077 NA NA NA NA 308.672
e 8.65735457444 44.4377 0.450269 14.3696 0.747317 NA NA NA NA 367.705
m 96.6118230292 53.9444 1.74612 35.3263 0.479516 NA NA NA NA 554.621
