tag mll pt1 eta1 pt2 eta2 pt3 eta3 pt4 eta4 met
g 137.114729167 39.277 0.863903 42.2086 1.35887 NA NA NA NA 427.899
g 144.652212173 62.8498 0.188303 53.5842 1.18819 NA NA NA NA 331.43
m 92.5958308287 94.287 0.168307 25.5987 0.220445 NA NA NA NA 512.682
e 86.5767727249 28.242 0.455743 27.67 1.56129 NA NA NA NA 431.373
e 70.0520169185 36.2617 1.29554 31.2978 1.86532 NA NA NA NA 221.449
m 92.8171378689 50.9384 1.17536 43.4176 1.34121 NA NA NA NA 512.792
e 93.8217693996 81.6304 0.220171 36.6599 0.33182 NA NA NA NA 805.468
m 87.9138415925 41.2815 0.427178 38.1866 1.34513 NA NA NA NA 260.162
e 91.8699637186 51.5467 1.773 45.7747 1.82685 NA NA NA NA 292.658
e 81.5241721308 57.8833 1.51955 28.931 1.58639 NA NA NA NA 439.546
m 88.6329144496 43.2319 0.319688 41.6331 0.275546 NA NA NA NA 388.278
m 86.9220181971 51.7019 1.3258 36.8692 1.6391 NA NA NA NA 398.584
e 928.948143475 333.649 0.390826 344.982 1.27854 NA NA NA NA 839.893
e 90.5176483497 42.6509 0.561921 39.7444 0.322276 NA NA NA NA 345.296
g 102.458366746 48.8287 0.744647 40.5568 0.437232 NA NA NA NA 460.291
e 94.4388004166 30.8936 2.14429 26.5523 0.0319551 NA NA NA NA 335.772
m 3.12653461969 54.7718 0.889527 35.0579 0.931992 NA NA NA NA 500.438
g 125.880264271 59.5126 0.635314 48.9854 1.7842 NA NA NA NA 316.349
m 3.03412557752 23.7479 0.558145 22.4304 0.497064 NA NA NA NA 630.304
e 90.5483099613 32.4568 0.0382215 26.2493 1.97785 NA NA NA NA 244.75
m 91.3444829874 49.137 1.07451 35.9601 2.04678 NA NA NA NA 521.608
m 92.7443066993 66.1005 0.710423 23.599 1.88973 NA NA NA NA 308.135
e 105.954906945 53.337 2.35259 8.58456 0.796484 NA NA NA NA 448.944
g 109.834577237 50.1725 2.41032 33.6848 0.591619 NA NA NA NA 448.944
m 92.9548432614 22.2128 1.87826 20.8479 0.931037 NA NA NA NA 373.388
e 1138.72542308 674.89 0.228664 456.831 0.229121 NA NA NA NA 1440.69
m 78.7268577638 50.119 0.664498 30.8581 0.498902 NA NA NA NA 543.057
g 113.478180748 54.2065 0.370317 49.7407 0.489624 NA NA NA NA 561.641
m 93.7030250921 45.5368 1.89215 43.586 1.2518 NA NA NA NA 358.626
g 108.386217429 40.718 0.512867 36.0824 1.25273 NA NA NA NA 445.263
m 83.1232131822 40.9127 1.26511 38.3613 0.640255 NA NA NA NA 475.92
e 92.4519479063 45.3756 0.0394197 41.9958 0.645731 NA NA NA NA 406.024
e 89.79341412 43.6267 0.773147 39.2529 0.462474 NA NA NA NA 253.813
e 3.02864570364 40.3517 0.149838 10.3634 0.282431 NA NA NA NA 577.994
m 1516.67607464 698.509 0.743256 661.912 0.219083 NA NA NA NA 359.335
e 88.8156745636 45.8544 1.13263 39.3304 1.73939 NA NA NA NA 591.757
e 88.0593994357 44.0445 0.49614 43.387 0.235336 NA NA NA NA 562.185
m 10.3678018297 26.3179 2.05552 21.0294 1.8903 NA NA NA NA 383.451
m 81.5952848857 43.5855 1.83263 30.7552 0.731994 NA NA NA NA 1234.83
m 93.5511764541 38.238 1.59647 38.1927 0.281367 NA NA NA NA 723.184
g 100.24853882 61.8441 0.0816423 41.6566 0.227837 NA NA NA NA 421.017
m 85.3440616102 56.4835 2.06705 36.2909 2.32976 NA NA NA NA 784.965
e 2.66820955195 25.7826 1.09167 17.6908 1.20546 NA NA NA NA 592.142
m 90.257885887 44.4748 1.89577 44.4036 2.25529 NA NA NA NA 669.96
m 89.4708936909 53.1376 1.13805 37.5869 1.04002 NA NA NA NA 443.584
e 82.0997201876 39.9218 0.523044 19.1953 1.37291 NA NA NA NA 330.701
m 90.0596940888 23.3894 0.402778 21.2807 2.25382 NA NA NA NA 250.507
m 77.4340225807 39.3311 1.89562 30.6627 0.931547 NA NA NA NA 298.331
e 91.8418339916 42.8953 2.2316 39.8727 1.29694 NA NA NA NA 338.055
g 107.664075083 54.2954 1.21412 50.0075 1.85074 NA NA NA NA 486.433
g 117.878615518 49.0687 0.444356 38.6356 1.20024 NA NA NA NA 709.386
g 158.714183217 141.458 1.01754 44.8089 1.02522 NA NA NA NA 824.454
m 79.9637447252 58.4809 0.640022 26.6046 0.99702 NA NA NA NA 690.374
g 127.387508401 66.2338 0.604764 57.3316 0.031817 NA NA NA NA 613.539
m 10.7671957523 31.5582 0.938536 25.3429 0.916131 NA NA NA NA 604.434
e 10.2506778859 26.1554 0.221261 13.162 0.00131277 NA NA NA NA 295.787
e 116.656683841 22.0059 2.28155 19.2554 1.12302 NA NA NA NA 347.456
g 107.383116285 55.8288 1.22363 48.0408 0.683095 NA NA NA NA 284.683
e 115.661564082 76.8392 1.00646 48.4305 0.634603 NA NA NA NA 658.079
g 120.529468787 77.6733 0.990077 50.4518 0.561029 NA NA NA NA 658.079
m 91.6645968423 47.5936 0.911551 40.3851 1.51217 NA NA NA NA 748.016
m 93.3547767331 49.9624 0.115283 44.7417 0.928032 NA NA NA NA 508.665
e 3.71143713641 29.2638 0.159532 10.7041 0.233023 NA NA NA NA 355.968
m 89.0794424273 34.6453 0.785248 33.3026 2.33692 NA NA NA NA 393.333
e 3.17219898179 27.4241 0.360754 10.0446 0.35059 NA NA NA NA 584.999
g 113.628278552 71.9605 0.0330923 51.3776 0.308194 NA NA NA NA 617.104
e 88.0379181066 34.8145 0.246393 31.5181 1.33584 NA NA NA NA 401.4
g 159.596118302 77.8126 1.77631 62.4996 0.713235 NA NA NA NA 462.561
e 85.9980767843 45.9376 1.87524 40.5173 1.91222 NA NA NA NA 498.277
e 88.8725263552 43.9327 0.124113 44.6455 0.28954 NA NA NA NA 248.746
g 108.213318927 42.8549 0.239233 33.776 2.06075 NA NA NA NA 405.865
g 107.017195817 45.1121 0.0429194 46.9772 1.08186 NA NA NA NA 315.675
m 931.563283224 190.41 2.06474 167.121 1.16342 NA NA NA NA 546.326
g 139.976692721 48.6802 1.58221 50.8609 0.165925 NA NA NA NA 377.924
m 3.09678144286 40.4291 0.387144 20.2716 0.492289 NA NA NA NA 660.206
e 8.85325907417 61.1688 1.59789 31.1648 1.78511 NA NA NA NA 471.36
e 2.53471041015 27.9856 0.0339986 13.2649 0.155918 NA NA NA NA 549.612
g 119.24895354 56.5852 2.17362 39.3711 0.733195 NA NA NA NA 456.548
m 91.4801814686 47.5195 1.09721 43.3627 1.35976 NA NA NA NA 595.118
m 3.05505257513 34.9505 0.424955 28.0563 0.516426 NA NA NA NA 536.585
e 89.4873290668 30.0579 1.3263 28.0055 0.728875 NA NA NA NA 329.965
e 105.453926557 97.7746 0.632586 35.2488 0.97865 NA NA NA NA 625.466
g 122.827913531 53.3039 0.277958 53.8465 1.39875 NA NA NA NA 502.585
e 96.3258852943 55.1794 1.82271 45.017 0.87841 NA NA NA NA 859.241
g 121.758517485 75.2381 0.133093 54.557 0.271384 NA NA NA NA 528.165
e 92.0774786539 47.7111 0.747599 40.2215 1.38576 NA NA NA NA 349.991
g 149.150811135 61.5551 0.182847 57.4437 1.21564 NA NA NA NA 471.534
m 93.7822492194 59.1802 2.2869 36.3931 1.99672 NA NA NA NA 729.844
g 117.545080906 65.8401 1.25374 40.5393 0.215683 NA NA NA NA 540.795
m 103.802866867 60.4929 0.327865 45.1592 0.369108 NA NA NA NA 527.541
e 9.16807799963 41.0813 1.02041 13.1014 1.14831 NA NA NA NA 331.502
g 116.697228537 71.2202 1.00765 39.4754 0.0230839 NA NA NA NA 681.383
m 97.3645608405 34.5145 0.153784 27.7058 1.90038 NA NA NA NA 180.171
g 114.588068167 56.5069 1.98746 46.4945 1.02597 NA NA NA NA 221.36
e 10.3289561682 27.5596 0.527058 18.5519 0.919019 NA NA NA NA 481.334
g 113.169874345 69.5774 2.26878 43.4344 1.22474 NA NA NA NA 621.071
e 92.653371845 45.7452 1.1051 28.3001 0.426348 NA NA NA NA 394.578
g 107.711670925 46.3183 1.23341 42.1888 0.260739 NA NA NA NA 391.008
e 10.4793113422 23.5735 1.12186 11.9414 1.0886 NA NA NA NA 314.919
e 92.6175927201 49.4279 0.692263 43.1413 0.926875 NA NA NA NA 528.143
e 93.6728105683 72.2716 0.801631 27.5817 0.0682044 NA NA NA NA 384.378
g 108.763489508 69.1705 1.20438 38.516 0.487826 NA NA NA NA 763.532
g 116.414647032 79.1515 0.540356 45.2107 0.269989 NA NA NA NA 673.229
m 90.4453635614 45.5166 1.52227 42.845 2.01838 NA NA NA NA 972.992
e 85.6276467339 132.343 0.625201 39.157 1.18035 NA NA NA NA 908.105
m 87.9461724453 41.6957 1.12299 38.4949 2.00057 NA NA NA NA 385.128
g 106.538758388 51.6454 0.166337 44.2643 1.21526 NA NA NA NA 268.62
e 93.686615938 39.9375 0.690491 30.3056 0.992875 NA NA NA NA 365.4
m 1128.24461548 600.53 0.211317 529.776 0.271862 NA NA NA NA 151.181
g 113.322706041 68.9722 0.171133 44.7466 0.638196 NA NA NA NA 562.839
m 101.406376574 44.3808 2.4354 43.2651 1.30416 NA NA NA NA 655.332
g 104.335527997 61.0825 1.80414 35.2077 0.807672 NA NA NA NA 301.983
g 106.213231322 44.0192 0.160502 30.1287 1.7152 NA NA NA NA 566.845
g 97.864710579 54.9703 1.70447 43.1702 1.96309 NA NA NA NA 711.133
m 86.1409087889 46.9721 1.66509 43.2654 1.72544 NA NA NA NA 930.396
m 85.1086265075 46.0175 0.266512 39.3572 0.217325 NA NA NA NA 388.095
e 89.3983644579 56.8228 0.477201 11.0906 1.92641 NA NA NA NA 408.544
g 105.496064845 48.3846 1.13139 40.7706 0.0982407 NA NA NA NA 363.445
g 104.412353379 100.249 0.762224 30.2449 1.00709 NA NA NA NA 923.846
m 11.1725999712 20.3293 1.91424 20.2889 2.45337 NA NA NA NA 299.104
m 83.9714320686 50.2661 1.73022 38.4692 1.23179 NA NA NA NA 533.043
g 106.89093801 54.0809 0.217778 49.0157 0.332456 NA NA NA NA 877.712
e 92.827928583 53.9573 2.19157 39.2868 2.45505 NA NA NA NA 353.844
e 88.1241094078 39.915 0.193463 31.8512 1.54814 NA NA NA NA 779.251
e 88.3838417197 59.8066 1.0492 29.512 0.358514 NA NA NA NA 299.852
m 86.5485865133 47.2793 0.45798 40.986 0.445039 NA NA NA NA 908.612
e 958.540228732 347.751 1.08022 154.062 1.64586 NA NA NA NA 824.672
m 89.3247079981 65.1595 0.851477 37.1055 2.01355 NA NA NA NA 694.69
m 80.5679724325 41.4327 1.35258 29.5451 0.264092 NA NA NA NA 352.091
m 90.8789685791 46.4071 0.942989 35.4208 1.91702 NA NA NA NA 243.167
m 96.5518823283 46.8948 0.251257 45.9046 0.323295 NA NA NA NA 637.603
e 936.237338806 494.112 0.605232 341.273 1.65716 NA NA NA NA 1031.97
e 92.3486578543 43.7268 0.00871223 39.4395 0.949748 NA NA NA NA 330.761
m 87.7773023503 40.0613 0.869879 40.024 1.74139 NA NA NA NA 301.529
e 94.0974848489 51.6021 1.19274 37.8555 0.474481 NA NA NA NA 542.515
m 89.7414005732 45.3998 0.764411 39.9286 0.0985863 NA NA NA NA 581.354
e 84.3766053117 56.6513 1.94445 21.0879 0.636736 NA NA NA NA 349.984
g 115.284483826 66.6939 0.825133 38.8777 0.300343 NA NA NA NA 331.698
m 95.3734397174 72.0191 1.55228 26.7884 0.72948 NA NA NA NA 381.818
m 93.8998323177 45.9899 0.809489 28.5187 2.3571 NA NA NA NA 156.63
e 82.831746598 26.7477 1.70819 14.6517 1.02915 NA NA NA NA 680.605
m 89.9502587485 72.5619 2.55897 20.7226 0.581187 NA NA NA NA 689.629
m 91.3544187174 105.135 0.557044 49.2138 0.348327 NA NA NA NA 413.655
g 127.54770903 80.0707 0.531244 54.9662 0.425515 NA NA NA NA 476.988
m 89.5340128956 40.8654 1.68471 28.9868 0.158402 NA NA NA NA 562.425
e 94.8611921252 56.7192 0.797889 37.4642 0.310671 NA NA NA NA 1031.3
g 130.611771028 83.3424 1.63746 52.279 2.01185 NA NA NA NA 543.027
g 121.294222739 78.6704 0.738064 52.4579 1.2133 NA NA NA NA 544.204
e 97.6971734303 61.2174 0.301096 38.3037 0.657497 NA NA NA NA 684.8
g 126.999295177 114.41 0.774647 34.616 0.504994 NA NA NA NA 560.572
m 79.0116579313 31.4874 1.27761 24.2464 0.565476 NA NA NA NA 409.042
e 997.627864796 497.474 0.196448 479.948 0.674399 NA NA NA NA 1626.89
m 84.2058336295 45.9396 1.65976 36.7919 0.952984 NA NA NA NA 635.526
e 91.4788070072 47.6111 1.99052 43.298 1.67208 NA NA NA NA 1042.21
m 91.9820082262 28.9719 2.00926 21.8179 0.42068 NA NA NA NA 348.493
g 104.552116408 51.8472 0.936589 33.4789 0.79279 NA NA NA NA 518.917
g 122.679946017 64.9232 1.37738 56.4795 1.78604 NA NA NA NA 637.527
e 1001.59424504 327.169 0.61776 329.717 1.35076 NA NA NA NA 1250.36
g 115.913589217 104.405 0.138838 32.1641 0.38887 NA NA NA NA 553.909
e 8.28613332871 29.5685 0.75187 14.7368 0.868635 NA NA NA NA 420.045
g 109.477011364 48.5777 0.542666 46.2168 1.64593 NA NA NA NA 659.365
m 92.0803235536 67.1852 0.601503 33.8941 1.19307 NA NA NA NA 852.586
m 3.11959721038 21.9944 2.0955 20.8713 1.99263 NA NA NA NA 377.393
e 93.5599653994 63.6613 0.0441211 34.7543 0.05557 NA NA NA NA 1011.97
e 80.9457702461 41.4224 1.62682 41.0336 1.52965 NA NA NA NA 819.492
e 90.0482422451 43.2428 0.274568 40.3096 1.15458 NA NA NA NA 549.491
e 9.54467498107 20.8541 1.96696 15.8379 1.74638 NA NA NA NA 289.863
m 3.73946148662 97.673 0.793084 40.3384 0.753884 NA NA NA NA 1102.73
g 106.262836955 53.7803 0.37836 54.071 0.191508 NA NA NA NA 375.887
e 88.3578277772 49.8805 1.11701 31.1601 2.09126 NA NA NA NA 522.373
m 95.9178472337 43.442 2.23659 24.4003 0.34849 NA NA NA NA 424.22
m 90.6508927972 36.3787 0.162564 30.8127 1.49208 NA NA NA NA 837.669
e 9.76144426829 25.5657 0.148263 10.7778 0.569056 NA NA NA NA 416.203
m 85.6197171573 43.0063 0.84971 40.425 1.31703 NA NA NA NA 585.864
m 93.999598576 65.1487 0.258781 35.1248 0.82776 NA NA NA NA 449.718
g 121.792249154 57.122 0.00260981 55.5157 0.812052 NA NA NA NA 380.748
m 86.6989675161 36.8535 0.934141 34.4577 0.361067 NA NA NA NA 611.281
m 92.89427303 44.8745 0.238877 33.9997 1.60482 NA NA NA NA 305.823
m 988.379259156 408.7 1.47601 322.772 0.17552 NA NA NA NA 496.48
g 103.223938633 47.0285 1.23943 33.7159 0.267764 NA NA NA NA 482.032
m 90.6471779875 51.0414 0.728014 35.9307 1.45971 NA NA NA NA 359.362
g 116.08715647 72.328 0.401778 45.8672 0.553159 NA NA NA NA 617.115
m 90.1529536914 66.7807 0.634157 30.5895 0.695633 NA NA NA NA 506.901
m 89.0317502327 53.9177 0.624396 36.6159 0.112766 NA NA NA NA 554.444
e 9.69821672647 33.3152 1.30054 11.6132 1.03727 NA NA NA NA 372.882
m 91.6078570843 38.4147 0.13806 21.9793 2.1989 NA NA NA NA 717.242
g 100.213159106 47.4509 1.90074 45.3387 1.08975 NA NA NA NA 552.268
e 92.1457808681 44.7567 0.564426 45.2983 0.0957099 NA NA NA NA 788.815
m 10.7913516297 53.9652 1.6819 21.1482 1.37364 NA NA NA NA 527.083
e 102.188463075 33.8217 2.12136 24.3692 0.237768 NA NA NA NA 784.888
m 854.475359286 356.019 0.873153 327.57 0.516048 NA NA NA NA 493.245
m 93.2077535424 42.4668 0.948286 30.3646 0.595408 NA NA NA NA 706.051
e 88.811287423 66.0443 1.93872 25.427 0.676538 NA NA NA NA 510.977
g 100.097337565 56.4418 2.30775 30.9101 1.00313 NA NA NA NA 378.507
e 88.3158296008 102.707 0.910476 84.6615 1.78265 NA NA NA NA 723.871
g 109.401949698 67.3293 0.246985 37.0691 0.720802 NA NA NA NA 471.643
g 100.576132779 54.1005 0.541406 51.248 0.303706 NA NA NA NA 399.37
g 110.270708535 64.2651 0.906571 46.1965 1.21957 NA NA NA NA 348.967
e 945.352318768 441.971 0.563293 411.585 0.363138 NA NA NA NA 1050.07
m 85.151083871 46.671 0.0517233 38.1108 0.374028 NA NA NA NA 1706.52
e 90.4127849161 60.3191 0.123443 36.1546 0.199528 NA NA NA NA 409.933
m 3.03395495989 30.6135 0.543182 26.8038 0.442088 NA NA NA NA 722.049
g 137.326288203 72.3787 0.636498 60.1394 1.20624 NA NA NA NA 319.748
m 89.8398766486 48.2681 0.239779 38.7122 0.816428 NA NA NA NA 579.053
m 98.094941146 64.8505 1.27747 35.0298 0.760341 NA NA NA NA 890.663
e 66.0077867419 27.5295 2.09142 13.3334 0.190112 NA NA NA NA 563.855
e 92.7096460284 60.2238 0.613184 38.9691 0.928271 NA NA NA NA 479.109
m 999.010782375 465.469 0.52842 454.379 1.35289 NA NA NA NA 244.085
m 93.1005115017 50.7187 2.19008 39.6344 1.6194 NA NA NA NA 690.856
m 73.9472044538 32.1122 1.76905 26.0504 0.247049 NA NA NA NA 326.449
e 89.2664727774 45.5734 1.10617 43.483 0.955952 NA NA NA NA 1065.99
g 117.658643231 67.7394 1.7205 56.3337 1.66232 NA NA NA NA 723.86
g 138.645383391 69.4213 1.54048 68.0469 1.27184 NA NA NA NA 480.652
g 131.142709054 122.015 0.0801713 31.0251 0.772246 NA NA NA NA 495.601
e 3.14270367231 21.4669 0.0103208 15.4004 0.0595936 NA NA NA NA 492.62
m 89.7765720463 37.8842 2.11387 36.8235 0.862654 NA NA NA NA 433.231
g 159.205510308 54.8198 2.28167 41.8555 0.0361219 NA NA NA NA 560.61
g 117.766771477 76.2321 0.825306 58.3162 0.225749 NA NA NA NA 508.636
m 89.217865448 57.5707 0.987011 34.74 1.01578 NA NA NA NA 465.495
m 94.3155530288 50.4233 1.63708 45.6069 1.98454 NA NA NA NA 431.38
g 111.872564012 57.1716 1.89895 51.4516 1.33426 NA NA NA NA 445.587
e 2.16259501418 32.4185 0.337723 11.9875 0.417327 NA NA NA NA 297.773
g 101.679610649 128.27 1.89092 42.0905 0.7813 NA NA NA NA 647.616
g 101.036875965 68.4837 0.464343 33.6206 0.183468 NA NA NA NA 568.288
g 111.116637248 56.2076 0.571182 54.665 0.433439 NA NA NA NA 291.644
g 105.020318508 59.8269 0.878371 44.7773 0.24381 NA NA NA NA 253.761
e 100.393589683 43.9214 0.255985 42.474 1.38141 NA NA NA NA 857.459
g 119.91435188 53.9618 2.0697 38.2467 0.288847 NA NA NA NA 595.466
g 126.391196595 59.5423 0.586871 53.1977 0.394978 NA NA NA NA 260.28
g 136.667209284 62.0838 0.33795 35.5465 2.23415 NA NA NA NA 357.264
m 84.9232742876 30.548 1.68195 29.4419 0.0842981 NA NA NA NA 386.873
g 107.221141995 56.2571 0.910426 46.9932 0.293035 NA NA NA NA 535.716
g 103.097578141 45.7997 1.63797 34.032 0.111329 NA NA NA NA 538.144
e 98.0881785985 43.0315 0.0991532 22.0372 2.4373 NA NA NA NA 396.845
m 91.7963190335 37.3662 0.572863 20.754 1.59675 NA NA NA NA 316.355
m 88.5007361359 35.6899 0.381793 32.0336 2.11164 NA NA NA NA 455.214
m 88.7290444712 46.1736 0.583397 34.7111 1.5068 NA NA NA NA 424.452
g 103.545310811 58.9464 0.156994 43.5337 0.265322 NA NA NA NA 621.994
e 3.20017539662 32.0611 1.69691 10.3853 1.80689 NA NA NA NA 366.684
m 88.2453510749 47.6126 0.549316 43.2304 0.825193 NA NA NA NA 599.871
g 100.082387154 50.9017 0.296664 45.291 0.303165 NA NA NA NA 606.75
m 94.5413440369 48.6337 1.45434 43.1364 0.926886 NA NA NA NA 411.428
m 84.3096191946 41.2882 1.48264 38.4055 0.764687 NA NA NA NA 913.014
e 87.1848931181 35.5313 0.611366 32.9632 2.06031 NA NA NA NA 761.675
m 89.8398286989 53.078 0.65766 37.0165 0.174133 NA NA NA NA 674.298
e 96.8778070747 41.2492 0.95906 32.1395 0.796651 NA NA NA NA 644.586
m 84.116689885 27.9667 1.6987 27.5195 0.254766 NA NA NA NA 630.126
m 88.0369054125 80.8929 1.53846 31.6859 1.17989 NA NA NA NA 638.248
g 101.313084926 60.0117 0.70636 41.0887 1.24538 NA NA NA NA 695.726
m 88.3699546108 46.1891 1.74463 42.2114 1.92541 NA NA NA NA 366.228
g 114.671266306 51.8697 0.857974 46.3211 0.311771 NA NA NA NA 422.231
m 96.7264645875 51.1737 2.02604 45.6228 2.1259 NA NA NA NA 290.472
e 3.08989423536 21.2326 0.00950375 12.0483 0.181846 NA NA NA NA 368.866
m 88.2847622656 52.093 0.102059 42.5038 0.287691 NA NA NA NA 509.949
e 90.6837007445 83.2802 1.27623 36.2461 1.0533 NA NA NA NA 605.647
g 155.764990219 81.2958 1.13975 59.1793 2.12442 NA NA NA NA 839.761
e 93.1543612434 43.5265 0.243621 40.4713 0.698257 NA NA NA NA 366.2
g 110.18386257 101.967 0.222184 30.178 0.0898588 NA NA NA NA 614.794
e 88.1586965151 30.51 2.052 28.3358 0.125868 NA NA NA NA 665.933
m 91.2350700647 39.6204 1.78227 36.8008 0.55292 NA NA NA NA 446.516
e 81.8796129315 38.473 1.95112 35.0866 0.965444 NA NA NA NA 601.006
e 86.1249049056 30.6732 0.285858 24.9391 2.30932 NA NA NA NA 645.562
g 123.995501953 53.4569 0.723075 36.5777 1.08375 NA NA NA NA 913.563
e 88.8608520839 57.4559 1.60183 22.6729 0.217618 NA NA NA NA 565.691
g 118.608708078 55.7358 1.86174 53.256 0.44295 NA NA NA NA 496.534
g 115.430776806 44.8281 0.477589 35.1671 1.37163 NA NA NA NA 451.94
e 77.660889899 44.7763 2.27696 34.9698 2.01174 NA NA NA NA 309.062
e 88.458728379 33.7137 1.26663 26.2445 0.640324 NA NA NA NA 769.645
g 107.657339817 44.8325 1.0006 42.561 2.36553 NA NA NA NA 278.435
m 2.91142764802 21.9611 0.917722 20.0638 0.920725 NA NA NA NA 672.238
g 103.35643457 52.3172 0.250557 47.4518 0.799832 NA NA NA NA 572.073
e 91.2724533431 46.9139 0.239449 42.9435 0.645178 NA NA NA NA 617.254
e 113.84834432 57.5048 1.06822 45.6555 0.106199 NA NA NA NA 757.991
g 114.081296778 57.6013 1.06389 45.0835 0.137406 NA NA NA NA 757.991
e 92.5697396026 53.4614 1.22894 36.9131 1.97451 NA NA NA NA 415.644
g 144.18635136 57.88 0.865483 45.8772 0.866886 NA NA NA NA 538.293
e 82.3171916376 48.8921 0.766212 34.7021 0.67717 NA NA NA NA 445.07
m 87.1822605254 42.0081 2.54936 28.0122 1.09288 NA NA NA NA 638.956
e 89.8079138829 46.2298 0.0745529 42.7175 0.364144 NA NA NA NA 360.078
g 98.5284969283 51.3249 0.982776 38.9214 2.04211 NA NA NA NA 403.199
m 3.08218050748 22.2994 0.138014 21.3506 0.124304 NA NA NA NA 562.296
m 888.644592078 205.115 2.3558 203.11 0.47265 NA NA NA NA 434.367
g 113.854736047 81.6921 0.553129 30.7326 0.680068 NA NA NA NA 447.877
e 91.8284250618 44.6115 0.592896 46.8478 0.793892 NA NA NA NA 502.482
e 89.7315619735 34.6312 0.351281 33.3388 1.91237 NA NA NA NA 626.813
g 100.100497521 51.153 0.461854 31.6152 0.962625 NA NA NA NA 263.516
e 86.9776426659 33.6756 0.136374 16.5029 2.38067 NA NA NA NA 613.495
g 118.977261412 73.1759 1.09119 37.1033 2.15499 NA NA NA NA 535.161
e 2.14996271564 20.0937 0.385984 10.1558 0.328909 NA NA NA NA 450.132
m 93.6029169478 47.6697 0.748076 42.3534 1.36675 NA NA NA NA 337.012
g 103.199885732 53.0029 1.19509 40.5176 2.14097 NA NA NA NA 419.581
e 92.5040751572 71.2531 1.14631 22.8682 2.24092 NA NA NA NA 628.322
e 86.7986256848 46.6922 0.8538 36.5864 1.54897 NA NA NA NA 1058.42
g 150.250802925 140.116 0.28407 121.663 0.468726 NA NA NA NA 1008.06
e 75.1242858583 39.1722 1.8484 31.0606 1.06919 NA NA NA NA 598.458
e 86.9589700055 42.5425 1.23579 22.2079 0.628636 NA NA NA NA 370.771
e 92.7879005633 47.2 1.31774 45.4827 1.17219 NA NA NA NA 344.291
e 90.6778727633 49.9236 0.201358 40.0157 0.543821 NA NA NA NA 665.533
g 134.681341536 74.1317 0.255425 58.3369 0.734826 NA NA NA NA 588.161
g 107.072123179 52.7302 1.36929 49.6307 1.97983 NA NA NA NA 380.755
e 122.042850181 41.0531 2.18575 40.6443 0.27181 NA NA NA NA 596.033
g 121.403125482 40.9523 2.18667 40.3246 0.272893 NA NA NA NA 596.033
m 87.3747000177 48.193 0.359902 39.0363 0.650805 NA NA NA NA 352.135
m 100.680441833 41.6541 1.54449 39.7469 0.187449 NA NA NA NA 608.804
e 3.5333521079 30.9939 0.0607957 12.4027 0.104789 NA NA NA NA 483.294
e 987.16136379 388.321 0.637074 396.397 0.770727 NA NA NA NA 1145.73
e 92.8839270729 48.7099 0.407924 43.9059 0.624792 NA NA NA NA 740.03
e 86.0944158502 46.2913 0.947602 35.3238 1.66244 NA NA NA NA 455.457
m 93.2987578823 48.5427 1.76845 43.3789 1.40373 NA NA NA NA 505.383
m 88.2135002828 37.4918 2.51473 37.0963 1.32313 NA NA NA NA 831.437
e 90.9327527154 33.9777 0.120058 31.8937 1.57496 NA NA NA NA 777.656
m 89.6635181756 48.7758 2.09006 41.9881 1.93695 NA NA NA NA 427.195
e 90.3658137998 47.6111 1.74565 43.0153 1.687 NA NA NA NA 667.288
g 104.119219555 72.8713 0.885195 34.6367 0.304233 NA NA NA NA 393.219
g 124.467605098 70.7446 0.181302 55.0847 0.174961 NA NA NA NA 668.106
m 94.8507143957 47.3749 1.88589 47.2849 2.03008 NA NA NA NA 359.037
e 87.1136123345 35.345 1.77749 37.7511 0.516114 NA NA NA NA 680.915
e 984.779874932 460.286 0.535974 469.248 1.22245 NA NA NA NA 1695.03
g 155.626428523 65.3331 0.513483 53.5399 2.06502 NA NA NA NA 366.674
e 93.654824184 43.4932 1.63551 45.1802 2.43188 NA NA NA NA 461.516
g 119.204990598 59.7599 1.73255 53.3213 1.05938 NA NA NA NA 228.24
e 9.09222009166 37.5612 0.0518537 18.2297 0.143359 NA NA NA NA 440.271
e 85.2771849902 87.0936 2.35745 25.6512 2.27229 NA NA NA NA 551.118
m 90.8955455304 52.0789 1.89926 39.2708 2.10317 NA NA NA NA 510.097
e 984.740080984 514.17 1.55845 393.797 0.495029 NA NA NA NA 1679.01
e 92.8785920042 57.0028 0.903543 39.5389 0.700327 NA NA NA NA 531.407
g 120.110531703 62.2481 1.248 44.8575 0.153773 NA NA NA NA 484.944
m 89.8773505143 52.6237 2.07552 40.5087 2.14681 NA NA NA NA 559.751
m 71.4047948425 29.4629 2.49806 27.4295 1.09619 NA NA NA NA 866.127
g 130.81573211 63.4248 0.747957 38.3338 2.32312 NA NA NA NA 589.818
e 96.1193401616 48.9599 0.442754 46.2078 0.144049 NA NA NA NA 717.743
e 948.268634983 290.19 0.513968 256.809 1.89242 NA NA NA NA 1608.27
g 154.921761387 74.3373 0.386538 74.8105 1.04358 NA NA NA NA 539.469
m 104.526256944 52.1436 1.14019 46.7507 1.82182 NA NA NA NA 506.127
m 100.264259773 37.8264 0.325137 37.3807 1.91556 NA NA NA NA 742.473
e 92.331424047 44.9157 1.01365 37.0834 2.05568 NA NA NA NA 457.723
g 104.501254682 57.1546 2.25545 48.5783 2.28267 NA NA NA NA 695.4
