tag mll pt1 eta1 pt2 eta2 pt3 eta3 pt4 eta4 met
g 105.874926053 60.1391 0.773565 46.6296 0.759375 NA NA NA NA 445.967
e 86.4684438008 56.0757 2.30071 33.9006 2.27216 NA NA NA NA 456.221
e 7.83288568792 28.54 1.57028 11.8464 1.21379 NA NA NA NA 414.959
e 68.7844236686 68.3552 2.09938 31.9881 2.2582 NA NA NA NA 573.812
g 101.625985212 55.2111 0.305255 45.5771 0.0816659 NA NA NA NA 713.01
e 69.4682569105 33.6847 1.73025 29.5958 0.841764 NA NA NA NA 269.852
e 85.0306959337 31.7908 0.566137 35.5321 2.11793 NA NA NA NA 370.919
e 88.8402256813 50.8772 0.364344 46.6393 0.0526724 NA NA NA NA 518.491
g 122.535520616 76.0089 0.728086 37.5135 0.350411 NA NA NA NA 569.069
m 76.8396648241 68.6747 0.596428 25.8692 1.36561 NA NA NA NA 594.253
g 111.511810708 92.1276 1.97279 41.1119 2.05556 NA NA NA NA 698.175
m 114.349088953 50.1765 2.22644 49.4631 1.15202 NA NA NA NA 686.242
e 10.7008571613 27.5899 0.601597 20.3601 0.156825 NA NA NA NA 289.367
g 146.357453917 41.706 0.402144 32.5393 2.22118 NA NA NA NA 658.361
m 96.7239420039 47.6399 2.41647 46.4487 1.93566 NA NA NA NA 306.762
e 85.9870896951 37.7069 1.28711 28.6793 0.272607 NA NA NA NA 412.284
m 83.9992398681 36.8708 0.464264 25.1202 1.23966 NA NA NA NA 490.405
m 9.55701100886 30.0391 0.338364 28.7184 0.597639 NA NA NA NA 412.188
g 110.363552314 44.8369 1.6411 38.2939 0.00969809 NA NA NA NA 456.025
g 118.027426193 57.5532 0.164999 53.9236 0.600952 NA NA NA NA 663.319
g 102.113213797 45.7819 0.489531 40.2664 0.72332 NA NA NA NA 500.262
m 93.6846466027 46.2655 0.344299 45.2024 0.0957381 NA NA NA NA 556.994
e 82.301313061 40.0483 1.61082 42.3728 1.29433 NA NA NA NA 297.737
e 87.1353338684 51.5902 2.04533 36.3612 2.30373 NA NA NA NA 256.998
g 112.820572472 50.4062 0.248939 42.216 1.56542 NA NA NA NA 452.804
g 103.707214076 66.062 0.465587 31.4815 0.570535 NA NA NA NA 842.042
m 91.448549695 33.2932 2.33409 28.5409 0.43683 NA NA NA NA 579.81
e 9.52531068194 22.2016 0.363584 22.0163 0.241606 NA NA NA NA 312.657
m 76.7963976339 32.5495 0.391024 20.8709 2.26756 NA NA NA NA 422.302
m 89.6643935124 40.5583 0.0429543 34.4115 1.20515 NA NA NA NA 556.644
g 111.266817259 68.0952 1.76199 36.5892 0.774366 NA NA NA NA 350.926
g 100.576263017 42.8801 0.893493 33.8512 0.667754 NA NA NA NA 604.723
m 85.8140647717 42.6088 1.90407 41.9053 1.55179 NA NA NA NA 468.17
g 113.400585048 60.5667 0.232982 48.9801 0.375456 NA NA NA NA 735.206
g 100.927355885 47.7057 0.288204 47.9977 0.946349 NA NA NA NA 616.243
e 995.103414315 331.636 0.296202 343.11 1.58324 NA NA NA NA 739.981
m 88.7174317812 44.6345 0.564588 30.0873 1.99789 NA NA NA NA 633.298
m 87.9699126271 49.1357 1.31276 45.9161 0.858505 NA NA NA NA 751.291
g 103.857781032 51.8233 0.339119 42.0891 1.27895 NA NA NA NA 776.662
m 8.9539165972 36.9083 2.37443 23.7973 2.49393 NA NA NA NA 473.515
m 90.4670306033 44.8702 1.66027 38.1921 2.51675 NA NA NA NA 508.27
e 96.6417024526 48.647 0.914006 46.3038 0.50271 NA NA NA NA 410.813
e 89.4963251243 51.8074 2.20091 37.8633 1.85649 NA NA NA NA 338.757
m 91.4520549963 33.0035 2.11843 30.9499 0.299825 NA NA NA NA 625.683
g 132.09184471 56.9816 0.196555 36.4434 2.05427 NA NA NA NA 471.662
g 138.211718911 84.7342 1.79755 52.7793 1.27249 NA NA NA NA 565.961
m 92.5669881089 40.2637 0.448374 37.4906 1.66741 NA NA NA NA 527.054
m 91.4284575697 39.2638 1.13395 31.8202 0.364896 NA NA NA NA 770.168
m 90.208422942 47.148 0.0401261 40.9308 0.424136 NA NA NA NA 506.534
g 151.085496552 47.5762 1.29404 40.3845 0.990035 NA NA NA NA 411.363
g 142.108681021 74.8351 1.77456 46.0973 0.49979 NA NA NA NA 453.635
g 124.271289615 69.5623 0.903807 38.3408 0.432466 NA NA NA NA 657.995
m 1058.58859709 190.669 1.75158 159.99 1.79535 NA NA NA NA 442.071
m 87.9636082441 52.629 1.66173 31.0274 0.760194 NA NA NA NA 587.27
g 108.124746267 49.3945 0.992501 42.2134 0.209758 NA NA NA NA 643.155
g 102.610984098 50.9714 0.244061 38.9757 0.845677 NA NA NA NA 337.914
g 151.711604428 97.4263 2.08406 36.8184 0.0214399 NA NA NA NA 674.269
m 92.2074733803 48.0726 0.309734 41.94 0.801919 NA NA NA NA 712.096
m 93.7401373939 51.4827 1.4879 48.8173 1.47746 NA NA NA NA 720.332
e 3.6462623325 32.3577 0.180553 28.8392 0.222276 NA NA NA NA 435.134
g 102.42267705 49.585 0.419042 50.2642 0.878295 NA NA NA NA 525.963
m 96.4890306348 79.8973 1.73903 28.8426 0.907644 NA NA NA NA 535.136
g 118.259805114 80.1619 0.0719145 40.279 0.496087 NA NA NA NA 603.772
m 97.792229888 38.4573 1.08281 35.2843 0.494688 NA NA NA NA 607.301
g 120.081077803 49.3446 1.0129 48.4356 0.313706 NA NA NA NA 666.318
e 65.959358007 35.7245 1.00827 21.6914 0.190692 NA NA NA NA 357.95
e 102.565558975 43.3547 1.76639 42.95 0.556476 NA NA NA NA 369.185
m 88.7921806213 27.2062 1.78429 25.6134 0.436678 NA NA NA NA 300.084
m 1010.88130704 392.003 0.802605 387.173 0.704721 NA NA NA NA 232.537
e 91.2533225344 39.0289 2.33983 34.2505 0.954414 NA NA NA NA 279.266
e 86.3319981735 53.2305 1.59464 35.0401 1.54864 NA NA NA NA 356.122
m 90.9477210494 40.2953 2.21679 39.7769 1.17628 NA NA NA NA 305.453
m 91.8941219855 50.165 0.180954 41.3679 0.444084 NA NA NA NA 591.916
m 90.5748312605 44.552 1.34521 41.876 0.701247 NA NA NA NA 347.24
g 101.065770542 39.7755 2.09066 30.4503 0.240242 NA NA NA NA 560.969
g 126.937267264 45.032 0.0129733 40.5908 2.18178 NA NA NA NA 554.774
e 84.3550245818 47.3024 0.428286 37.3751 0.242886 NA NA NA NA 463.464
m 85.7402183236 45.2858 0.237404 40.4493 0.12202 NA NA NA NA 511.818
m 93.0526228777 46.1294 0.18244 45.1929 0.572068 NA NA NA NA 308.501
m 82.2981001075 41.2778 0.157985 40.8233 0.408554 NA NA NA NA 132.962
m 1037.10107206 320.368 1.6881 311.405 0.478233 NA NA NA NA 476.801
m 1106.93223495 511.614 1.27973 450.072 0.185143 NA NA NA NA 429.014
g 139.790704217 73.6035 0.805632 52.4008 1.94607 NA NA NA NA 622.561
m 84.4359102211 46.6819 2.52461 35.5998 1.99236 NA NA NA NA 543.216
e 87.5642567193 39.4948 0.123509 41.303 0.708621 NA NA NA NA 201.604
m 102.930771667 49.4289 2.07551 39.8965 0.945571 NA NA NA NA 622.403
g 136.166850262 63.5909 0.362168 60.7409 1.34193 NA NA NA NA 806.983
m 97.3272407085 37.409 0.132615 26.086 2.03146 NA NA NA NA 820.9
g 125.99146107 62.3535 0.262772 60.3711 0.72455 NA NA NA NA 348.945
m 89.4142415694 40.9768 0.0709149 37.1723 1.15079 NA NA NA NA 397.892
e 96.888065282 33.2818 0.390862 30.4509 1.60844 NA NA NA NA 383.515
g 107.566649128 59.5718 0.126897 49.9111 0.495877 NA NA NA NA 418.719
e 3.0378000777 31.8507 1.02301 10.6498 0.858287 NA NA NA NA 433.723
m 93.3605727406 35.7765 0.675598 30.6071 1.10337 NA NA NA NA 492.592
g 131.67071583 63.7818 0.782449 51.3348 0.374112 NA NA NA NA 461.308
m 89.2739369671 52.3811 0.299227 47.1248 1.46334 NA NA NA NA 626.534
m 93.7949822799 47.2795 0.922081 44.7947 0.525904 NA NA NA NA 630.945
m 91.0536636104 42.7382 2.39427 41.6915 1.60324 NA NA NA NA 602.104
m 87.560222476 44.0279 2.11116 43.3988 1.99981 NA NA NA NA 563.094
g 103.554769963 48.089 0.371422 48.2834 1.1677 NA NA NA NA 988.682
g 138.459238391 55.7706 0.871731 55.2913 2.30472 NA NA NA NA 427.309
m 91.0439010772 57.354 1.32678 27.2017 0.23459 NA NA NA NA 559.44
g 108.28414799 57.3607 2.01878 50.7125 1.84183 NA NA NA NA 572.03
e 3.80540434346 38.8013 0.865366 12.3558 0.878985 NA NA NA NA 290.026
g 134.699346032 40.5189 0.55147 33.4483 2.06071 NA NA NA NA 478.912
m 89.8612704872 42.8974 0.973754 33.8657 2.23779 NA NA NA NA 323.288
g 117.140847582 53.0362 1.26055 43.1477 0.0580747 NA NA NA NA 372.167
g 118.17366136 69.7206 1.13859 45.8518 0.49903 NA NA NA NA 703.5
m 68.034613688 27.9872 1.64213 27.8014 0.325077 NA NA NA NA 544.845
e 86.7692431639 48.1072 1.8044 37.3664 1.31844 NA NA NA NA 626.574
e 89.8638267125 43.9605 0.990484 45.5027 0.791888 NA NA NA NA 220.487
e 92.6155033016 47.1191 0.813863 43.9901 0.435745 NA NA NA NA 582.733
m 97.0208013176 24.1449 1.32654 23.4528 1.35197 NA NA NA NA 624.512
g 156.206237138 98.8017 1.80367 58.6922 2.31028 NA NA NA NA 432.079
g 128.113818981 68.3473 0.549242 62.6658 0.446384 NA NA NA NA 533.934
m 90.6885384935 49.8068 0.258881 24.5808 1.49914 NA NA NA NA 362.14
m 89.9798185229 57.4768 1.39442 41.2279 2.29029 NA NA NA NA 592.542
e 77.2443843963 37.8602 0.894764 35.023 1.61777 NA NA NA NA 553.336
e 3.81071614586 21.9853 0.363512 13.3394 0.336906 NA NA NA NA 241.177
e 89.8144368928 25.2968 0.111453 26.5013 2.18543 NA NA NA NA 149.871
m 960.87416433 463.895 1.32204 412.414 0.420006 NA NA NA NA 399.091
e 79.5660885932 37.0958 1.293 34.4449 2.24961 NA NA NA NA 506.33
e 3.20568314225 40.8608 1.20094 9.86155 1.33598 NA NA NA NA 442.008
e 72.6316310405 120.713 0.4443 46.0262 1.2125 NA NA NA NA 1489.82
m 3.12205074847 22.7721 2.21045 21.5036 2.07015 NA NA NA NA 1033.8
g 131.417438543 44.0758 1.93195 37.8212 0.177175 NA NA NA NA 914.04
m 85.3532502024 53.91 1.54964 34.021 1.54883 NA NA NA NA 1037.46
e 87.7044049999 46.4927 0.765252 32.6684 2.13678 NA NA NA NA 465.061
g 114.020128082 63.446 2.29786 37.9099 1.16729 NA NA NA NA 588.999
e 87.0132330693 41.829 1.01444 39.4151 1.76623 NA NA NA NA 394.441
m 9.53926309004 36.6101 1.00971 26.1148 1.30296 NA NA NA NA 402.279
m 92.793400257 28.858 0.241669 24.1731 2.08641 NA NA NA NA 1094.33
g 124.20476522 63.3065 0.59187 54.9925 0.0947688 NA NA NA NA 743.275
m 89.6259379809 45.7494 0.833725 43.6458 0.674217 NA NA NA NA 313.094
g 144.788061117 46.9681 0.0155458 39.4598 2.20515 NA NA NA NA 554.629
m 75.6800424629 42.3318 0.470166 30.4291 1.17765 NA NA NA NA 465.059
e 84.6633339391 98.056 1.69042 20.3942 1.17874 NA NA NA NA 436.365
g 124.077031981 61.2139 0.472961 60.2205 0.177047 NA NA NA NA 338.99
e 91.0697363217 37.7107 0.279399 21.2691 1.82929 NA NA NA NA 368.325
e 69.7514345641 28.4355 0.361997 26.7864 1.06437 NA NA NA NA 357.261
e 89.6385031289 38.4505 0.132048 21.6699 2.28735 NA NA NA NA 386.333
g 158.134697551 97.4197 0.196267 54.8815 1.14324 NA NA NA NA 547.641
m 88.2500682723 49.5613 1.9616 39.522 1.92576 NA NA NA NA 390.15
g 118.185525428 66.3155 0.275213 54.4879 0.367605 NA NA NA NA 348.437
e 9.6936932032 22.2788 0.316363 10.43 0.0600228 NA NA NA NA 383.51
e 88.5515097393 32.2688 0.0471749 28.7108 2.02777 NA NA NA NA 310.577
e 9.64300729634 39.2212 0.478163 12.762 0.4693 NA NA NA NA 380.183
m 90.9210743713 40.4903 1.74465 32.8458 0.355509 NA NA NA NA 481.444
m 92.657843251 43.9234 0.590626 41.6854 0.218682 NA NA NA NA 629.091
g 129.713037818 43.0122 0.108876 34.8 2.10408 NA NA NA NA 442.7
e 94.4140094343 38.9608 0.437217 38.8209 0.848735 NA NA NA NA 425.34
e 82.0259694442 22.9291 2.14918 16.6667 0.606171 NA NA NA NA 430.708
m 71.1736196802 36.2009 1.60362 28.8873 0.712267 NA NA NA NA 747.581
g 142.860419169 63.5803 0.236013 31.2963 1.8604 NA NA NA NA 330.356
g 102.186795706 65.462 1.34097 39.8438 1.81908 NA NA NA NA 497.36
g 103.910948824 50.6796 1.31717 47.3096 2.13459 NA NA NA NA 295.949
e 91.0090344175 23.6768 0.767551 20.1327 1.9795 NA NA NA NA 325.107
m 1086.74243417 111.334 2.16259 106.367 2.41962 NA NA NA NA 350.582
e 91.1586687929 38.7963 0.137265 37.9371 1.35001 NA NA NA NA 257.51
g 139.625091017 50.6421 0.90767 41.2202 1.07267 NA NA NA NA 631.717
e 83.6061656652 36.5097 0.273746 39.8329 1.15107 NA NA NA NA 569.423
m 91.8652536904 41.6942 1.20063 40.9049 2.14847 NA NA NA NA 649.197
g 107.674987006 96.3095 0.488643 47.6222 0.276879 NA NA NA NA 569.335
e 974.073733753 278.041 1.24328 276.178 1.08748 NA NA NA NA 712.585
m 91.8692621188 52.3062 0.84547 40.3974 0.837207 NA NA NA NA 984.825
g 124.982297606 89.3468 0.202065 42.8438 1.94889 NA NA NA NA 646.718
m 1112.32082239 510.758 0.568816 459.17 0.508545 NA NA NA NA 603.0
m 82.7374064129 36.9975 1.86546 34.8376 0.770054 NA NA NA NA 705.288
m 91.3815118576 48.5619 2.52169 41.3183 2.12009 NA NA NA NA 542.9
e 91.0097765299 36.1815 0.675613 32.7807 0.887743 NA NA NA NA 337.144
e 3.15522236724 24.5966 0.77606 12.3454 0.682617 NA NA NA NA 370.952
e 109.094732378 68.8449 0.814451 43.7644 1.00082 NA NA NA NA 744.222
g 110.309582198 68.4126 0.81983 44.9961 0.959397 NA NA NA NA 744.222
e 89.9818282971 44.3819 0.533201 44.0669 0.939265 NA NA NA NA 432.412
g 122.597713146 66.8321 1.37469 55.2297 1.64903 NA NA NA NA 329.454
e 88.0709343291 43.6507 0.142614 34.3869 1.17649 NA NA NA NA 404.102
g 152.517539179 40.2912 0.491901 33.1203 2.24259 NA NA NA NA 577.731
g 118.166837208 99.8563 0.421556 38.8734 0.848948 NA NA NA NA 625.44
g 106.821266654 41.6959 1.00783 38.7446 0.586195 NA NA NA NA 589.008
m 3.10006858699 36.4136 0.604393 25.6379 0.58848 NA NA NA NA 375.027
g 134.788569744 65.9237 0.847585 49.0392 0.367652 NA NA NA NA 423.891
e 90.6324970143 38.747 1.82623 29.2174 0.204461 NA NA NA NA 331.135
e 81.3681225539 25.91 2.20699 23.4293 0.0329714 NA NA NA NA 289.64
g 145.836484985 65.5942 2.17034 62.4109 1.11321 NA NA NA NA 709.902
g 118.968374423 64.3545 1.38004 37.9951 0.0689611 NA NA NA NA 741.369
m 94.6551558083 49.6368 1.74889 44.2162 1.28876 NA NA NA NA 586.927
e 84.9554967732 66.7707 0.426619 18.8516 0.843092 NA NA NA NA 582.82
m 93.35104632 56.9036 1.75681 40.1081 1.53143 NA NA NA NA 488.32
e 91.319053375 48.6661 1.63929 41.7794 1.97381 NA NA NA NA 348.078
e 89.9414323486 46.5026 0.615154 24.9225 2.17984 NA NA NA NA 545.46
g 146.710369853 88.4955 0.486922 60.6291 0.314328 NA NA NA NA 637.409
e 10.138032847 37.587 0.162585 12.4258 0.260321 NA NA NA NA 336.808
m 10.2008198131 29.25 2.25579 20.2922 2.26759 NA NA NA NA 295.22
g 122.886147858 66.7134 2.13857 54.5256 1.64418 NA NA NA NA 496.062
g 124.773062223 65.9372 1.64581 54.8569 1.09827 NA NA NA NA 443.648
e 998.388077304 455.028 0.57666 397.774 1.73967 NA NA NA NA 943.305
m 3.06518843149 36.8352 0.667389 22.7544 0.699137 NA NA NA NA 664.241
e 84.3883207169 50.6265 1.6232 38.024 1.77846 NA NA NA NA 723.391
e 85.0746617956 40.1515 1.76176 42.5961 1.26719 NA NA NA NA 290.541
g 131.597206812 66.2457 0.583152 59.8821 0.184358 NA NA NA NA 784.659
g 126.545545879 62.692 2.26418 39.2204 0.796107 NA NA NA NA 555.997
e 127.718962473 68.0674 0.669054 50.4348 0.173316 NA NA NA NA 372.544
g 127.43801349 68.2071 0.670221 50.1481 0.17114 NA NA NA NA 372.544
g 132.159079551 45.8354 1.36945 45.034 0.473004 NA NA NA NA 603.822
m 89.1533000901 33.1517 0.210764 29.4526 1.58142 NA NA NA NA 348.568
m 93.0551397816 58.2717 2.00646 39.4699 1.91236 NA NA NA NA 148.624
m 93.8751441367 37.3698 0.305347 36.6468 1.74216 NA NA NA NA 773.092
e 79.5376428134 41.8006 0.721435 37.5524 0.982508 NA NA NA NA 407.958
g 121.926229092 91.0871 0.736551 53.7472 1.65797 NA NA NA NA 608.512
g 137.028668878 41.6582 0.986013 41.2342 1.23807 NA NA NA NA 602.387
e 1001.53932794 416.678 0.382231 270.09 1.54053 NA NA NA NA 870.677
m 91.4019484271 54.1072 0.243515 37.703 0.553335 NA NA NA NA 701.659
g 151.484986859 80.7097 2.29693 70.6925 2.09522 NA NA NA NA 696.233
g 144.878348467 83.8989 0.926376 65.6063 1.24309 NA NA NA NA 765.098
g 117.64336217 54.4768 1.73059 44.5586 0.502506 NA NA NA NA 440.255
m 94.7111974399 57.1386 1.63612 37.3953 1.19377 NA NA NA NA 531.793
e 87.5574346924 37.2262 0.711516 36.8432 1.90339 NA NA NA NA 521.675
m 92.0659245099 45.9534 0.50103 45.7586 0.677087 NA NA NA NA 533.214
e 7.23722840841 31.7059 1.82834 13.5027 1.52237 NA NA NA NA 364.718
g 150.007798127 76.6301 1.50971 68.0059 2.06746 NA NA NA NA 447.733
m 951.724100141 535.156 0.784963 414.336 0.494383 NA NA NA NA 304.348
e 106.030392439 54.823 2.17964 33.3357 0.819227 NA NA NA NA 613.16
g 106.647898467 55.0205 2.17548 33.688 0.819689 NA NA NA NA 613.16
e 89.1048268883 43.0251 1.89698 34.4618 0.778501 NA NA NA NA 491.192
g 111.798193945 62.07 1.99297 46.0548 1.39187 NA NA NA NA 626.994
e 80.2308230919 36.0435 2.04821 37.2402 1.10742 NA NA NA NA 381.426
e 3.00699365699 37.5416 0.583541 14.3531 0.553111 NA NA NA NA 579.242
m 8.88139822453 54.7498 1.73724 26.4586 1.96308 NA NA NA NA 895.486
e 104.407921968 48.5613 1.82224 50.3134 1.15461 NA NA NA NA 742.591
e 83.5447828038 35.7344 0.182554 36.583 1.30963 NA NA NA NA 228.804
g 126.414905441 62.5531 0.945977 62.6807 1.22139 NA NA NA NA 513.183
g 103.474787943 46.9414 1.04148 39.4079 2.29691 NA NA NA NA 511.859
g 128.74649019 67.1073 0.465736 52.6606 0.350693 NA NA NA NA 512.075
e 88.9164942532 34.4415 1.3329 11.6546 1.54367 NA NA NA NA 469.261
e 89.4423989329 42.4553 0.361037 41.407 1.0871 NA NA NA NA 283.554
e 90.8996612587 45.765 0.949579 40.7708 0.305553 NA NA NA NA 416.781
g 103.475331447 54.3075 0.259793 47.9603 0.0725136 NA NA NA NA 639.375
e 92.9513818782 43.1305 0.50812 33.618 1.81406 NA NA NA NA 329.394
g 101.471403511 58.043 1.23831 40.9537 1.82373 NA NA NA NA 363.933
m 91.988397865 31.502 1.84237 23.6351 0.412281 NA NA NA NA 791.658
m 9.92098164844 35.3674 0.203998 21.439 0.552884 NA NA NA NA 377.717
e 86.9326663466 44.5959 1.22934 40.8717 1.68812 NA NA NA NA 363.891
g 136.458629865 41.6173 0.11668 36.2298 2.21308 NA NA NA NA 187.76
m 9.48242093056 88.7597 0.779582 62.1067 0.65348 NA NA NA NA 538.221
m 90.3027353893 44.0258 0.0978514 40.9457 0.621141 NA NA NA NA 1016.76
e 91.9034532054 36.6116 0.771301 33.9717 2.29449 NA NA NA NA 618.596
m 88.2744278807 50.2814 1.63177 38.1786 1.38896 NA NA NA NA 449.408
m 91.8793237904 27.5766 1.85399 27.3285 0.354514 NA NA NA NA 486.412
m 92.7438872518 81.538 1.89118 26.428 2.04242 NA NA NA NA 886.782
e 89.6841088514 52.1335 1.71528 39.0611 1.86738 NA NA NA NA 258.098
m 963.047450015 394.071 0.688622 382.246 0.673629 NA NA NA NA 312.847
g 157.917976737 71.7869 1.61813 64.2585 0.491384 NA NA NA NA 657.064
m 93.3103198138 48.82 1.95162 43.7806 2.22324 NA NA NA NA 416.43
g 122.817942762 79.6655 0.564637 46.009 0.610747 NA NA NA NA 755.976
e 9.40685629795 25.8528 0.232415 14.9869 0.612566 NA NA NA NA 332.823
m 77.8274125682 44.9358 1.03851 27.1638 2.31676 NA NA NA NA 614.425
g 119.965889994 66.008 0.132591 52.3371 0.542827 NA NA NA NA 483.005
e 92.1243715991 48.3213 0.955459 37.6993 0.0517658 NA NA NA NA 528.967
e 90.9622637646 51.7063 0.3137 35.387 0.411734 NA NA NA NA 293.528
e 91.8330871267 28.7465 1.85039 29.7434 0.250939 NA NA NA NA 366.599
m 975.308710401 379.831 0.294641 375.041 1.19893 NA NA NA NA 335.037
e 91.5047165184 45.6204 1.72528 44.627 1.34553 NA NA NA NA 351.815
g 115.433993716 50.5465 1.76045 31.0932 0.178086 NA NA NA NA 320.95
m 87.4746199725 39.0953 1.01664 32.69 0.298129 NA NA NA NA 675.657
g 111.366389938 47.5102 2.19951 43.4538 0.681603 NA NA NA NA 421.382
e 92.157254094 50.9938 0.0535804 37.9964 0.663423 NA NA NA NA 318.142
g 131.255589803 41.2093 0.29797 34.0175 2.04028 NA NA NA NA 531.954
m 87.1121239855 42.5533 0.622703 42.3663 1.08001 NA NA NA NA 566.661
e 83.3510171946 42.6491 1.65175 40.4517 1.81691 NA NA NA NA 418.349
g 109.413638327 44.397 0.0660708 46.8252 1.22488 NA NA NA NA 462.931
e 95.4212571301 29.1428 0.287307 33.4744 1.68639 NA NA NA NA 482.383
m 101.989619385 88.4945 0.901483 30.6044 0.217257 NA NA NA NA 578.755
e 3.66389416174 37.4973 0.899264 14.8467 1.0543 NA NA NA NA 594.866
g 118.000565269 46.8745 2.23899 30.1981 0.193494 NA NA NA NA 464.617
e 89.9805418855 34.7434 2.41059 36.398 0.984543 NA NA NA NA 564.99
g 118.586244535 67.383 0.57384 50.995 0.262394 NA NA NA NA 675.45
e 94.2184083686 44.2522 0.99232 38.8249 0.0413039 NA NA NA NA 313.175
e 86.2076671742 41.33 0.35958 36.5769 1.28859 NA NA NA NA 704.6
g 110.09144053 78.7219 0.662601 39.3647 1.04202 NA NA NA NA 569.635
e 88.5399095064 42.9235 0.836242 38.8052 1.65512 NA NA NA NA 342.675
m 3.1663627766 29.3494 0.712444 22.2371 0.819576 NA NA NA NA 567.101
m 81.2977039335 59.5237 1.48548 26.7979 1.88267 NA NA NA NA 1108.43
m 1323.63085529 714.494 0.753037 603.378 1.01335 NA NA NA NA 383.248
m 92.9851299907 42.7609 0.304055 26.7841 1.37723 NA NA NA NA 272.994
e 90.4853492806 41.4376 0.336874 43.0008 0.416554 NA NA NA NA 397.062
e 88.5105949305 46.7537 1.96765 42.2153 1.96303 NA NA NA NA 443.354
m 86.7145653044 40.0121 1.8801 29.8636 0.20214 NA NA NA NA 377.012
m 90.1574387757 42.4608 0.635517 24.6868 1.37937 NA NA NA NA 494.528
m 81.5635425922 43.1862 0.842913 38.4175 0.999514 NA NA NA NA 722.313
e 80.1388261079 22.7708 1.06715 17.9302 1.54845 NA NA NA NA 423.267
m 91.9627769935 54.0433 1.65082 39.9102 1.16728 NA NA NA NA 775.85
m 93.0578190799 31.6414 1.45662 31.389 0.42548 NA NA NA NA 260.465
m 90.9784864231 45.9194 0.603873 26.1895 0.943647 NA NA NA NA 460.885
g 133.661114056 65.4917 2.362 34.0063 0.585958 NA NA NA NA 473.21
e 90.5836386269 37.0173 0.637976 35.7826 2.00941 NA NA NA NA 422.937
e 3.03950647426 31.3046 1.95656 16.5544 1.90533 NA NA NA NA 522.913
m 114.618315191 43.0944 0.536943 42.0502 1.08731 NA NA NA NA 753.662
m 93.9571486657 33.7437 1.15564 31.643 0.664542 NA NA NA NA 597.404
g 133.14305127 46.4497 2.21266 38.4277 0.136227 NA NA NA NA 455.884
g 122.681339896 53.5735 0.164313 46.3214 1.18879 NA NA NA NA 624.48
m 87.1056327546 45.8599 2.48052 27.4771 1.13976 NA NA NA NA 738.058
e 89.1187291554 47.5224 0.155556 36.9881 1.93408 NA NA NA NA 419.213
g 134.538612336 93.3369 2.39609 47.2858 2.07809 NA NA NA NA 569.901
e 80.0866433127 50.297 1.99633 31.9968 2.02853 NA NA NA NA 353.91
m 91.6964035064 36.6025 0.947028 30.8724 0.713673 NA NA NA NA 512.064
m 3.10387347857 30.6315 1.76404 29.1996 1.8344 NA NA NA NA 1051.01
g 113.044691216 72.8875 1.22054 36.6689 2.12214 NA NA NA NA 254.668
m 89.3360965883 48.8361 1.10665 40.4667 0.850154 NA NA NA NA 623.095
m 87.8384196563 36.0131 2.12224 32.4258 0.645348 NA NA NA NA 470.099
m 91.7095260873 55.1097 0.183196 38.9083 0.0993544 NA NA NA NA 656.346
m 92.2336375028 58.7744 2.00181 36.1148 2.22107 NA NA NA NA 376.371
e 89.2367767795 47.0935 0.0979994 37.9979 0.566929 NA NA NA NA 331.29
m 724.444056197 378.692 0.314761 307.425 1.02102 NA NA NA NA 389.12
m 94.1396262248 31.5292 1.19371 22.5261 1.31689 NA NA NA NA 570.931
e 10.8044023518 59.5612 1.23476 11.3327 1.62884 NA NA NA NA 463.399
m 94.8389709879 27.8815 2.29337 26.3082 0.0288657 NA NA NA NA 723.03
e 88.5814361795 58.2629 1.12615 43.3641 0.643862 NA NA NA NA 506.447
m 77.8802421456 52.1543 1.87013 29.6109 2.50828 NA NA NA NA 910.681
g 140.395722507 66.1838 0.845016 64.5075 0.0578425 NA NA NA NA 509.222
g 104.176376057 47.8307 1.34983 32.764 0.267073 NA NA NA NA 506.466
m 94.6175617991 44.1222 2.11614 27.7893 0.456047 NA NA NA NA 964.653
g 136.69431145 100.327 0.52594 46.2124 0.351852 NA NA NA NA 671.573
e 81.6998306054 30.5602 0.0297988 20.9059 2.09587 NA NA NA NA 539.652
m 81.8361589038 34.3063 0.711388 33.9843 1.96652 NA NA NA NA 570.32
e 87.7822633532 49.6906 1.32124 37.5694 0.962935 NA NA NA NA 365.185
e 91.3930620022 44.3081 1.13514 41.7195 0.429621 NA NA NA NA 401.37
g 127.426813133 48.4136 0.304351 36.6188 2.253 NA NA NA NA 461.002
e 96.5550683803 33.3558 0.0176782 25.1667 2.18712 NA NA NA NA 399.74
e 92.4281653745 71.94 1.27237 30.7 0.844005 NA NA NA NA 369.288
m 87.3661805881 46.8386 0.284503 40.918 0.218441 NA NA NA NA 337.875
e 80.019290629 57.0251 0.148828 15.4233 1.82362 NA NA NA NA 415.857
m 3.13978792881 23.5879 0.603053 21.0315 0.498516 NA NA NA NA 474.829
g 130.092510889 112.157 1.17206 45.2202 0.465378 NA NA NA NA 544.984
e 2.42610424909 27.4285 0.0768277 10.2107 0.21021 NA NA NA NA 342.278
e 84.9618473725 40.9365 1.59963 39.5588 2.2669 NA NA NA NA 207.246
e 92.0714196818 36.0141 1.8943 25.2462 0.0781781 NA NA NA NA 593.026
m 92.3268284591 30.9731 2.45267 30.2913 0.515136 NA NA NA NA 481.247
