tag mll pt1 eta1 pt2 eta2 pt3 eta3 pt4 eta4 met
g 104.124443109 61.0015 0.405855 31.4967 1.6984 NA NA NA NA 483.228
m 94.2708931834 47.384 0.925646 47.0201 0.772659 NA NA NA NA 271.314
e 89.8010017929 52.2714 0.455728 38.483 0.559234 NA NA NA NA 343.499
e 90.7911760326 50.9949 1.07355 40.4696 1.21133 NA NA NA NA 470.384
g 117.485415432 57.708 0.982949 44.2318 2.13701 NA NA NA NA 445.766
e 84.7327798678 46.3826 1.28306 41.0502 1.08844 NA NA NA NA 583.485
g 134.413856548 66.682 0.193242 65.7914 0.150161 NA NA NA NA 477.59
m 94.0282967582 38.6956 1.63816 34.2766 0.122468 NA NA NA NA 597.277
e 115.553019978 49.1009 1.06719 33.7069 0.730157 NA NA NA NA 586.172
g 116.554680354 49.2199 1.0637 34.3515 0.730144 NA NA NA NA 586.172
m 2.92004852911 24.4692 1.33465 23.18 1.27788 NA NA NA NA 727.328
m 89.9116137809 44.7418 0.333185 38.1444 0.500815 NA NA NA NA 215.563
e 10.1536394292 37.1056 1.07023 11.8753 1.2065 NA NA NA NA 920.666
g 130.937657151 74.2353 1.68296 58.0598 1.56508 NA NA NA NA 423.799
e 109.592886718 52.8888 2.24461 29.9496 0.172651 NA NA NA NA 383.24
e 1003.32365406 272.436 0.617275 207.385 2.1486 NA NA NA NA 792.162
g 127.451443892 59.7778 0.394686 52.2702 0.664421 NA NA NA NA 520.703
g 159.335159137 79.7752 2.12106 36.592 0.19913 NA NA NA NA 607.078
g 117.282417453 63.1346 0.987172 53.5961 0.721313 NA NA NA NA 536.106
e 92.0036470013 34.7266 2.25713 28.5134 0.401779 NA NA NA NA 737.197
g 117.086280371 64.9387 0.316346 55.0967 0.541323 NA NA NA NA 447.278
m 87.9704028484 68.1469 0.494189 33.1658 0.12396 NA NA NA NA 382.951
m 89.7701012993 28.9793 0.493472 22.1874 1.86184 NA NA NA NA 444.431
e 93.0602320662 41.5948 1.80124 35.1328 0.380877 NA NA NA NA 445.906
e 8.48139692206 16.4055 1.5436 13.0102 1.00962 NA NA NA NA 696.386
g 100.972189544 46.7672 1.3116 34.318 0.113551 NA NA NA NA 497.965
e 93.4063414307 48.8671 0.606198 39.8526 1.28845 NA NA NA NA 423.948
e 89.3498146233 91.2485 0.108141 25.6339 0.145775 NA NA NA NA 747.173
m 106.920561616 54.6123 2.43199 32.2805 0.957715 NA NA NA NA 763.231
g 137.825823428 67.0553 0.229957 57.4216 1.17657 NA NA NA NA 478.882
m 95.235328161 48.7094 0.615526 30.0381 2.13478 NA NA NA NA 318.244
g 119.834633619 66.8306 0.802984 38.7986 1.99223 NA NA NA NA 362.376
m 92.1072863335 45.9511 0.885193 35.2504 0.475621 NA NA NA NA 433.224
g 111.914745521 60.0801 0.529699 53.4233 0.758271 NA NA NA NA 541.575
m 109.853209483 58.6864 0.629644 44.1684 0.175688 NA NA NA NA 525.002
m 1096.40496581 558.739 0.851981 364.121 0.439785 NA NA NA NA 422.592
m 90.12871209 50.1784 0.621257 40.3993 0.742336 NA NA NA NA 542.035
g 106.480410466 53.1388 1.5488 42.5639 0.580348 NA NA NA NA 309.12
e 3.08551188932 32.4512 0.527854 13.7076 0.411154 NA NA NA NA 293.972
m 87.5064997489 47.0468 0.76236 35.6895 1.65574 NA NA NA NA 365.283
m 90.3306994884 49.3553 0.85882 40.3506 1.17281 NA NA NA NA 390.454
e 89.5997579515 36.0367 0.306305 38.2875 0.957467 NA NA NA NA 323.534
g 113.263609288 46.2125 0.765911 39.5534 0.91581 NA NA NA NA 437.75
g 102.574758594 78.8827 0.329826 32.1954 0.379935 NA NA NA NA 470.013
m 86.9713234706 44.89 0.227515 42.8666 0.223978 NA NA NA NA 634.667
g 113.930177219 75.3699 1.20231 40.4412 1.70609 NA NA NA NA 627.829
g 110.284237445 66.9463 0.253073 60.5804 0.9239 NA NA NA NA 619.129
m 90.4717832195 45.8722 1.23719 44.7219 1.21349 NA NA NA NA 517.479
e 87.2787203863 43.2923 0.727333 25.4476 0.834014 NA NA NA NA 631.461
m 3.50421975391 98.3317 1.69623 22.6572 1.63944 NA NA NA NA 832.019
m 93.9234786788 54.9802 1.84594 40.9497 1.71251 NA NA NA NA 815.356
e 3.17801355572 39.4042 0.731549 13.5373 0.689829 NA NA NA NA 448.273
g 138.937642547 54.3196 0.613861 48.2677 2.26216 NA NA NA NA 440.716
e 86.184413548 46.2015 1.97496 36.5973 1.35784 NA NA NA NA 473.243
e 3.17503625915 33.3904 0.365758 13.3178 0.462699 NA NA NA NA 428.547
m 9.812590271 32.6503 0.606669 21.4653 0.975142 NA NA NA NA 322.022
m 85.9812187424 29.3811 1.66488 20.6949 0.645336 NA NA NA NA 356.63
g 102.134652057 44.6366 0.0530399 36.2927 1.38482 NA NA NA NA 549.509
m 91.8359085996 53.5001 0.671478 34.8023 0.162983 NA NA NA NA 488.95
g 115.869607276 103.561 2.3081 51.8254 2.04225 NA NA NA NA 531.04
g 109.30976191 56.022 0.475258 39.4264 0.673536 NA NA NA NA 733.927
m 92.0135096295 27.1661 0.208591 24.7985 2.14342 NA NA NA NA 302.601
m 88.5899506032 44.9157 0.29354 41.7665 0.141826 NA NA NA NA 745.333
m 8.71536185933 28.4939 0.720935 20.1738 0.925443 NA NA NA NA 661.31
m 75.0492393333 25.0657 0.101622 22.9539 2.14534 NA NA NA NA 534.764
g 104.048416148 84.0363 1.93905 34.345 0.229768 NA NA NA NA 792.178
g 111.730863443 47.5798 0.234742 35.0277 2.13158 NA NA NA NA 482.528
g 152.477161327 126.265 1.54726 37.2729 0.606739 NA NA NA NA 417.255
g 103.652772644 47.485 0.398358 44.6182 0.60619 NA NA NA NA 478.257
e 144.777539228 40.6913 0.446862 32.9271 2.17435 NA NA NA NA 749.26
g 144.193956223 40.9535 0.437082 32.6658 2.17853 NA NA NA NA 749.26
m 93.0331751666 41.1798 0.0866718 24.1571 1.82261 NA NA NA NA 510.387
e 90.8632249557 47.5142 0.0973547 42.8829 0.131417 NA NA NA NA 190.626
g 102.823955221 44.9539 0.00260206 32.0167 1.64236 NA NA NA NA 479.422
e 84.5742959498 41.2759 1.93412 35.5835 1.00609 NA NA NA NA 482.6
e 87.3158699658 47.2388 0.0286936 40.6534 0.187084 NA NA NA NA 517.939
m 93.2654905151 47.4433 1.56168 45.5392 1.74743 NA NA NA NA 310.55
e 71.5859955006 36.6819 2.43772 27.7655 1.33967 NA NA NA NA 597.996
m 85.9598454111 40.625 0.993305 29.6573 2.34802 NA NA NA NA 599.476
m 99.8797640408 76.0578 2.31651 36.1844 2.4436 NA NA NA NA 835.321
g 118.889365221 43.96 2.09747 39.2696 0.281333 NA NA NA NA 424.907
g 129.227007798 66.533 0.670736 64.1598 0.755178 NA NA NA NA 509.661
e 74.3660242559 39.4169 1.87015 31.5841 1.15814 NA NA NA NA 410.924
g 159.073417177 71.8117 1.24326 68.4803 0.216793 NA NA NA NA 455.927
e 108.549526028 48.139 1.07971 33.3676 0.558711 NA NA NA NA 523.987
g 108.991627589 48.323 1.07731 33.5617 0.55955 NA NA NA NA 523.987
g 132.270091687 76.8494 0.0463565 56.9072 0.069479 NA NA NA NA 883.894
e 87.478920551 37.7694 0.688391 31.5868 2.12015 NA NA NA NA 357.422
g 145.690021282 58.3898 0.199068 56.853 1.37495 NA NA NA NA 579.949
e 97.9776448644 58.0129 0.491744 37.9107 0.119054 NA NA NA NA 419.219
e 86.4785035495 48.0956 0.477962 36.1177 1.0447 NA NA NA NA 526.749
m 81.6976790759 45.5841 0.83575 28.5152 0.188241 NA NA NA NA 469.288
g 115.694533973 40.7292 0.169598 36.3218 2.10172 NA NA NA NA 592.108
e 91.0921147214 65.5141 0.782518 31.9592 0.567569 NA NA NA NA 381.238
e 3.04963737851 20.7075 0.318975 15.3063 0.398 NA NA NA NA 364.619
e 3.1819408992 25.2773 0.927961 15.2474 0.770349 NA NA NA NA 526.421
e 3.24345570739 25.4414 0.117274 17.6957 0.256349 NA NA NA NA 298.595
m 91.5137620725 46.2301 2.36245 45.3278 2.40085 NA NA NA NA 906.957
g 126.682888568 61.6127 0.164989 60.043 0.476281 NA NA NA NA 760.699
g 101.416863431 40.7927 0.283029 33.5419 1.95703 NA NA NA NA 378.502
g 146.078517213 99.6534 2.24821 45.7829 1.06917 NA NA NA NA 580.169
m 88.4294295992 46.2502 0.461445 32.6962 1.4993 NA NA NA NA 547.988
e 89.0147556369 45.1252 2.24825 43.4702 1.91724 NA NA NA NA 343.127
e 85.8434118152 33.7649 2.39284 31.3255 0.831793 NA NA NA NA 315.765
m 93.1511403228 47.8182 1.42883 41.6835 2.02301 NA NA NA NA 598.03
m 92.2061535812 33.6298 0.552744 33.2837 2.24125 NA NA NA NA 454.383
m 91.8055363207 53.0116 1.52547 42.4461 1.70929 NA NA NA NA 504.339
m 91.1660119625 45.6363 1.02863 40.1818 0.311191 NA NA NA NA 714.405
m 90.8362068173 43.8599 0.194185 36.3912 0.841503 NA NA NA NA 306.145
m 90.9274502886 42.711 1.18264 41.3387 0.378269 NA NA NA NA 720.174
m 66.7065026412 27.5457 1.11357 20.7976 0.607192 NA NA NA NA 330.306
m 88.5739561255 44.9762 2.23753 39.4206 1.32022 NA NA NA NA 729.602
m 91.0659407002 61.2723 0.684553 33.1173 0.174788 NA NA NA NA 368.669
g 133.218249419 56.1154 0.347978 49.4861 1.11805 NA NA NA NA 373.498
g 122.322412795 59.0232 2.26678 32.74 0.40896 NA NA NA NA 493.155
e 93.7510106243 41.0197 1.73858 28.0393 0.0356621 NA NA NA NA 508.334
g 139.466548373 68.8302 1.56173 63.9297 0.923362 NA NA NA NA 510.073
e 1006.09722751 499.989 0.336144 493.79 0.653021 NA NA NA NA 1156.23
g 146.305202742 85.77 1.87197 57.229 1.276 NA NA NA NA 437.729
g 122.367245004 81.8042 2.15585 61.0382 2.29178 NA NA NA NA 339.57
m 942.4515119 465.632 0.341502 447.709 0.16869 NA NA NA NA 373.527
m 87.8007497139 23.1852 0.984867 20.5061 1.6644 NA NA NA NA 195.344
e 11.233754988 36.6195 0.51613 12.8359 0.685887 NA NA NA NA 1005.36
g 136.71609222 52.237 1.9483 39.5805 0.0109806 NA NA NA NA 314.158
m 80.1112003962 30.747 0.898851 21.3441 1.14105 NA NA NA NA 280.648
m 65.9425755367 34.5489 2.05977 32.1175 1.60332 NA NA NA NA 264.776
m 92.2036760523 42.8561 0.0772904 33.0029 1.39877 NA NA NA NA 712.344
m 91.2753536755 78.9213 0.658856 36.175 0.212364 NA NA NA NA 558.935
g 122.161523512 60.1597 0.478918 60.7297 0.188569 NA NA NA NA 339.423
e 90.8984167817 47.0807 0.6741 29.5534 0.625945 NA NA NA NA 391.02
m 2.66478054337 52.7 1.61846 48.0888 1.56702 NA NA NA NA 429.352
g 113.998096544 50.7656 2.40427 30.6925 0.454104 NA NA NA NA 642.949
e 138.563795715 56.9609 0.181549 37.2606 1.97893 NA NA NA NA 513.531
g 139.996458886 56.9719 0.181333 37.6055 1.96347 NA NA NA NA 513.531
m 93.3585179371 42.5652 1.93985 41.505 1.00653 NA NA NA NA 297.861
g 105.295917404 49.359 0.0312201 39.0715 1.21014 NA NA NA NA 355.454
e 90.3650544198 59.0562 0.319101 35.5307 0.314665 NA NA NA NA 439.595
g 115.256835161 63.3464 1.63148 37.6586 0.448218 NA NA NA NA 683.184
e 77.795766318 46.8464 0.707384 30.8923 0.185469 NA NA NA NA 462.418
m 82.6553927437 50.5175 1.13589 32.3461 0.417352 NA NA NA NA 395.904
e 138.715731522 60.8679 1.86788 55.8808 0.656009 NA NA NA NA 285.531
g 138.857647827 60.7489 1.85943 56.3545 0.65568 NA NA NA NA 285.531
e 2.55104095924 26.9794 0.506392 11.6385 0.64965 NA NA NA NA 407.341
g 138.340999494 64.9509 0.174893 46.1009 1.65178 NA NA NA NA 449.084
e 969.658722571 208.574 1.99686 130.447 1.48596 NA NA NA NA 906.555
m 10.3563576646 35.4751 0.0324226 26.7779 0.311943 NA NA NA NA 297.805
g 101.794883851 62.9703 1.773 37.7278 0.209974 NA NA NA NA 286.364
g 107.574392102 65.8737 1.05459 41.8979 0.618432 NA NA NA NA 560.853
g 112.912273189 44.571 0.606283 44.17 2.05179 NA NA NA NA 526.333
m 3.69490046594 27.1786 1.80164 22.35 1.89672 NA NA NA NA 613.939
g 119.643868137 54.3725 0.75916 52.8771 1.71247 NA NA NA NA 625.96
e 84.3554256968 55.5805 0.669873 28.2725 0.0799546 NA NA NA NA 455.831
m 82.706059683 56.9624 0.94377 36.3645 0.567379 NA NA NA NA 498.626
m 94.4593753555 47.2522 0.697265 27.7318 2.2772 NA NA NA NA 433.269
e 92.5140544457 49.2958 1.79622 43.7423 1.6875 NA NA NA NA 683.28
m 94.2413572684 28.2488 1.30177 24.6004 1.06748 NA NA NA NA 334.884
e 83.9931816018 35.6128 1.77932 28.2924 0.202909 NA NA NA NA 306.819
e 3.48704447847 25.3743 1.36493 10.7773 1.23822 NA NA NA NA 416.984
e 85.5705296415 26.5956 2.26257 21.7146 0.0972705 NA NA NA NA 214.404
g 144.461995144 48.0824 1.15867 41.4225 0.986674 NA NA NA NA 504.707
m 76.9032853775 28.4671 0.829505 26.3535 0.943369 NA NA NA NA 627.372
m 88.3597288305 65.9345 2.4244 24.105 1.48905 NA NA NA NA 771.047
m 92.5273785306 26.7591 1.68088 23.2633 0.776627 NA NA NA NA 492.542
e 2.13438643585 28.6406 0.723625 11.3688 0.791457 NA NA NA NA 875.763
m 93.3477928541 48.3105 1.15156 45.0976 1.04306 NA NA NA NA 574.78
m 94.2050923105 25.9908 1.24499 20.9341 1.41129 NA NA NA NA 657.786
m 97.1942237346 39.9724 1.93706 37.9712 0.549081 NA NA NA NA 497.412
e 95.0848881103 36.6322 1.91478 38.9678 0.504553 NA NA NA NA 438.089
g 108.414366777 78.3486 1.79748 38.8977 2.06341 NA NA NA NA 605.912
g 124.792255141 56.9077 2.13353 42.5812 0.658976 NA NA NA NA 681.291
m 95.4526192305 53.5057 2.39433 35.0769 1.43061 NA NA NA NA 688.984
e 91.1814799391 45.8377 1.12775 40.1589 1.85018 NA NA NA NA 390.772
g 122.680630703 70.7044 0.804699 54.5455 0.787505 NA NA NA NA 1139.43
g 126.614400138 124.05 0.356227 32.9357 0.120859 NA NA NA NA 476.43
m 90.202475839 49.8644 2.21484 40.8681 2.26637 NA NA NA NA 642.936
m 91.0665507429 54.3102 1.13708 46.3118 1.59812 NA NA NA NA 876.512
m 102.881123338 55.9756 1.93325 48.868 1.8028 NA NA NA NA 779.945
g 145.099753799 71.2364 1.34161 69.1005 0.816612 NA NA NA NA 612.267
e 87.0496758509 40.3304 0.261052 41.6388 0.9626 NA NA NA NA 478.089
g 107.103467685 58.5956 1.17445 47.4109 0.734546 NA NA NA NA 388.041
e 95.1268636436 48.3396 2.08244 44.2653 1.53467 NA NA NA NA 287.634
e 91.849089373 38.1341 0.514893 35.3071 0.877341 NA NA NA NA 440.791
m 93.2079601856 39.7219 0.177078 34.7271 1.31925 NA NA NA NA 775.317
e 893.731245981 159.33 2.07767 159.475 1.3042 NA NA NA NA 395.688
g 122.543822013 63.9738 0.482036 57.458 0.171302 NA NA NA NA 523.975
e 990.491919755 374.453 0.813553 332.572 0.931208 NA NA NA NA 977.138
e 94.4646588278 58.6112 0.175457 34.0355 0.860131 NA NA NA NA 498.211
m 88.7926823282 63.2261 0.41506 30.828 0.94838 NA NA NA NA 333.266
g 127.641503365 73.479 0.439708 64.6122 0.755293 NA NA NA NA 624.084
g 107.555971797 43.2943 1.73386 42.2729 0.328558 NA NA NA NA 359.828
e 98.463262955 46.4108 0.515544 51.0628 0.826191 NA NA NA NA 321.619
e 89.5113314588 54.7372 2.37929 35.2333 1.96839 NA NA NA NA 448.893
g 103.708605247 66.6381 0.633992 45.3063 0.53063 NA NA NA NA 521.02
m 89.6556668506 72.4967 0.87331 27.5782 0.728438 NA NA NA NA 488.348
e 90.3972278643 57.9869 1.18993 29.5131 2.04517 NA NA NA NA 258.386
m 88.5033547623 44.8271 0.637752 28.955 1.96717 NA NA NA NA 339.504
m 90.2486419035 37.6743 0.599397 35.1484 1.98315 NA NA NA NA 708.797
e 90.0737175178 50.1993 0.16454 39.9702 0.0553716 NA NA NA NA 466.84
e 87.5430911411 61.8161 0.329349 29.2567 0.814146 NA NA NA NA 553.052
e 977.787583089 243.264 0.36875 242.883 2.27817 NA NA NA NA 671.884
g 151.648565476 41.5781 2.18722 52.4177 0.0537394 NA NA NA NA 323.837
m 92.3660579536 56.4787 0.434957 30.0413 1.60447 NA NA NA NA 526.397
e 91.090775334 40.2759 0.291554 41.284 1.267 NA NA NA NA 588.895
e 96.3888470661 39.0043 0.615711 39.7299 0.699949 NA NA NA NA 189.763
m 100.145621901 81.9282 2.20424 31.9505 2.21992 NA NA NA NA 291.943
e 988.252955387 439.501 0.570991 421.2 0.506329 NA NA NA NA 1016.45
g 110.261237397 64.4862 0.647757 43.4741 0.23971 NA NA NA NA 318.577
e 89.1662517603 43.5879 1.01055 41.4098 1.64198 NA NA NA NA 373.169
g 108.874188554 52.1761 0.995265 46.0625 1.95675 NA NA NA NA 684.125
m 81.0816571305 24.4117 1.96825 24.1862 0.235876 NA NA NA NA 731.321
m 88.2311430104 46.5708 0.732187 41.8637 0.722677 NA NA NA NA 610.579
m 89.6427630972 51.7003 0.950677 39.2916 1.02116 NA NA NA NA 568.28
m 97.213292893 50.3682 1.68655 39.8648 0.867188 NA NA NA NA 539.147
m 95.8414189011 54.9494 0.156505 24.511 1.9158 NA NA NA NA 388.539
m 86.4250494438 50.5782 1.3007 34.4463 0.603364 NA NA NA NA 654.935
e 90.6047604465 47.0534 0.266434 33.2272 1.13848 NA NA NA NA 522.492
e 85.4103682204 36.5245 2.0726 31.8473 0.676454 NA NA NA NA 408.783
m 90.8261208357 41.68 1.93577 36.356 0.795144 NA NA NA NA 408.421
m 1005.53210053 295.586 2.25856 264.393 0.125543 NA NA NA NA 376.479
m 89.1052613935 42.486 0.353173 33.4688 1.6189 NA NA NA NA 618.586
g 124.45152693 45.3233 0.0475534 36.0793 2.16247 NA NA NA NA 343.804
g 124.150655776 69.0734 0.817376 55.5905 0.663078 NA NA NA NA 558.979
e 93.7052859316 29.8982 0.270028 27.9198 2.39854 NA NA NA NA 276.691
m 86.5451263614 39.2894 1.53878 37.7951 0.556727 NA NA NA NA 550.238
m 91.4075350049 34.9325 0.113912 29.4204 1.67319 NA NA NA NA 379.077
g 115.451856188 62.4395 0.854934 53.4341 0.903826 NA NA NA NA 349.989
e 2.74530485655 25.5724 1.90742 14.0264 1.86955 NA NA NA NA 483.675
g 101.105594396 49.9795 0.950146 36.247 0.256946 NA NA NA NA 398.609
m 90.4893227809 79.1746 0.203845 34.6008 1.18623 NA NA NA NA 713.159
m 80.2616565226 40.2254 1.22851 35.7071 1.92049 NA NA NA NA 461.449
e 77.7099541794 40.7815 0.550166 34.249 0.0118718 NA NA NA NA 359.81
m 94.4153558326 101.905 0.657264 25.8518 0.693429 NA NA NA NA 530.753
m 90.4141549728 44.3474 0.46903 44.3397 0.0625009 NA NA NA NA 566.755
e 985.885849185 489.422 0.976975 474.611 0.548303 NA NA NA NA 1024.65
g 152.171537038 62.0929 0.501659 44.2607 2.37393 NA NA NA NA 544.053
g 140.954496916 100.494 1.70726 45.3604 2.38484 NA NA NA NA 458.191
m 96.6360440492 48.365 1.91388 37.0997 0.864139 NA NA NA NA 409.122
g 99.6174153427 70.4269 0.924018 39.7529 0.893811 NA NA NA NA 418.917
e 89.059851947 42.8773 0.199395 40.2957 0.951049 NA NA NA NA 299.659
m 88.3258255067 50.9581 0.532823 25.196 2.25807 NA NA NA NA 1004.79
g 94.6351527971 40.5227 0.2195 36.5016 1.5525 NA NA NA NA 851.376
e 88.5082678407 21.1443 2.28512 18.9685 0.575984 NA NA NA NA 364.594
m 92.6624817597 48.0626 0.333651 31.4199 1.55682 NA NA NA NA 474.757
m 83.8316321708 46.4171 0.909119 38.8761 0.940014 NA NA NA NA 1120.36
m 91.4818507354 36.1201 0.67741 34.4486 0.832246 NA NA NA NA 752.731
e 90.72198516 49.3057 1.28866 42.0084 1.27179 NA NA NA NA 233.312
e 92.5377244289 47.6186 2.21417 44.337 1.9511 NA NA NA NA 358.683
e 3.076256084 28.5168 0.425785 18.4801 0.482155 NA NA NA NA 676.573
m 85.6210992056 42.531 1.80206 38.2945 2.52834 NA NA NA NA 355.765
e 84.6505776936 40.969 0.0442666 32.2491 1.09309 NA NA NA NA 422.585
m 93.7578043093 39.3193 0.378048 33.5387 1.90096 NA NA NA NA 839.482
g 132.665410563 63.9901 1.13288 53.8831 0.117865 NA NA NA NA 920.407
e 89.1311381436 43.9371 1.88828 42.1675 1.34952 NA NA NA NA 480.565
m 88.9153386044 43.4731 0.529039 43.1821 0.071634 NA NA NA NA 465.657
g 138.66327646 71.227 0.668763 70.0474 0.660938 NA NA NA NA 484.807
m 92.8372289672 33.0773 0.954621 29.1344 0.962071 NA NA NA NA 346.071
e 93.7049687312 55.8407 1.01216 25.35 1.00449 NA NA NA NA 526.539
g 110.234964781 54.5615 0.660369 35.3658 0.795259 NA NA NA NA 448.128
e 92.3569244131 36.689 1.03146 32.4264 0.574315 NA NA NA NA 353.801
e 89.5515799048 40.6815 0.593443 36.8363 1.7027 NA NA NA NA 358.577
g 128.020607479 65.1795 1.2056 58.9248 0.669266 NA NA NA NA 540.22
m 91.8721628118 48.8902 0.809847 37.0131 1.66857 NA NA NA NA 708.144
g 136.521047001 43.1636 1.88988 33.6356 0.511624 NA NA NA NA 719.434
g 143.769341653 91.1134 1.9417 60.4391 1.71821 NA NA NA NA 636.453
g 126.697425767 70.8705 0.171046 52.6107 0.722318 NA NA NA NA 467.668
e 1001.33562664 347.216 0.791049 267.976 1.36987 NA NA NA NA 858.862
m 92.9754115984 41.6855 2.39791 34.4068 1.06891 NA NA NA NA 295.846
g 101.025310627 55.1191 1.27298 38.1344 2.17614 NA NA NA NA 356.904
m 85.3876440445 43.4323 2.39025 31.907 1.31909 NA NA NA NA 850.313
e 9.39560912691 24.2695 0.0127112 20.7687 0.195107 NA NA NA NA 461.479
e 88.3717106126 37.8633 0.336051 37.5697 0.827284 NA NA NA NA 454.61
m 3.10624169755 22.2819 0.365472 21.3162 0.224098 NA NA NA NA 574.736
g 115.905065806 125.167 1.31 31.8528 1.2046 NA NA NA NA 929.864
g 123.28158835 55.7863 2.13264 46.2819 0.736507 NA NA NA NA 557.601
g 104.695459481 45.5761 2.23848 39.4746 0.872406 NA NA NA NA 510.843
m 89.7184473121 45.0282 1.76059 43.878 2.03583 NA NA NA NA 257.698
g 116.921767508 56.821 0.790096 45.9708 1.85381 NA NA NA NA 420.235
m 77.4273485954 39.8706 1.96969 34.2469 1.29508 NA NA NA NA 559.836
g 129.896541424 56.5772 0.899828 49.1287 2.23688 NA NA NA NA 494.783
g 108.214077038 54.5715 0.184316 40.1029 0.943958 NA NA NA NA 500.725
m 92.0736792124 54.8301 0.161617 34.9681 0.477194 NA NA NA NA 770.163
e 85.0096754018 28.0547 0.788194 21.393 1.5085 NA NA NA NA 383.814
e 87.9802378357 41.0791 0.606273 35.8388 1.76172 NA NA NA NA 450.816
e 127.373711459 47.1434 0.854418 37.052 1.12546 NA NA NA NA 389.612
g 126.243018879 46.1263 0.844421 37.35 1.12486 NA NA NA NA 389.612
m 97.6528679641 36.886 2.54767 35.6006 0.925151 NA NA NA NA 654.909
g 112.30180862 43.5014 1.78354 34.8051 0.0702992 NA NA NA NA 941.687
m 94.6797962173 26.8571 1.83605 24.8956 0.863667 NA NA NA NA 312.668
g 124.806907789 67.7209 0.947908 39.7481 0.326238 NA NA NA NA 443.597
m 10.9030574938 56.7799 1.19225 24.7356 1.45676 NA NA NA NA 304.192
g 109.410993298 51.1274 1.65466 48.4023 0.755926 NA NA NA NA 492.185
m 91.4035297383 42.9791 1.64976 41.4223 2.4634 NA NA NA NA 428.002
m 90.7941043558 38.2451 0.240579 35.0172 1.60252 NA NA NA NA 283.414
m 94.3444208955 55.5644 0.657068 27.0351 0.678972 NA NA NA NA 675.672
g 108.68056138 46.5577 0.0885384 42.3322 1.41511 NA NA NA NA 751.417
e 50.6387978314 90.1594 1.18928 9.54781 0.269038 NA NA NA NA 698.785
g 126.483210748 61.9239 1.1549 38.2838 0.881187 NA NA NA NA 698.785
g 104.975384198 68.6514 0.879485 46.6034 0.420566 NA NA NA NA 576.986
m 91.0647803457 32.9162 0.788684 31.9493 2.53164 NA NA NA NA 411.883
m 92.028451 44.7761 0.454042 41.337 1.19817 NA NA NA NA 678.139
e 87.9517136445 47.6189 0.674943 30.8155 1.75746 NA NA NA NA 485.536
e 995.502219421 440.648 0.838871 428.906 0.230085 NA NA NA NA 1406.32
m 92.3111688935 43.4556 1.05161 40.2887 0.150397 NA NA NA NA 677.834
e 90.2094401086 62.3069 1.13854 31.2022 0.696319 NA NA NA NA 484.382
m 88.2920289509 48.097 2.09073 40.5119 2.2122 NA NA NA NA 407.792
m 11.0646524569 43.788 0.110378 29.81 0.158485 NA NA NA NA 367.585
g 111.924597171 61.7662 0.812725 41.2231 1.74892 NA NA NA NA 558.01
g 115.343175013 55.678 0.124889 53.2477 0.56384 NA NA NA NA 457.647
e 89.0835507122 45.7288 0.467436 42.2764 0.140742 NA NA NA NA 316.24
g 106.211831154 48.8947 0.0699311 30.1748 1.68635 NA NA NA NA 742.856
e 2.67993878701 27.2515 0.46209 11.2577 0.579306 NA NA NA NA 548.221
e 90.9643452109 33.9796 0.184219 26.1157 2.16174 NA NA NA NA 387.913
e 90.7399614102 47.3762 0.797213 25.3459 2.34257 NA NA NA NA 466.289
g 108.169358712 59.9461 0.842088 47.6482 0.519034 NA NA NA NA 390.011
g 124.960547894 67.7338 0.119859 49.2068 1.01625 NA NA NA NA 480.812
e 87.5263425091 41.0603 1.59773 42.9616 0.986754 NA NA NA NA 392.309
g 105.206614321 45.0374 0.878138 32.2074 0.817293 NA NA NA NA 648.937
g 110.116803537 55.9189 0.70094 54.122 0.784671 NA NA NA NA 284.077
m 10.1372200489 38.5917 1.68144 22.3052 1.98191 NA NA NA NA 231.548
g 142.635410699 87.9814 1.33374 56.8456 0.999191 NA NA NA NA 370.456
e 88.9118526922 33.8768 0.630813 33.7605 0.917899 NA NA NA NA 558.57
e 93.0546093335 45.1558 0.967175 46.5781 1.31729 NA NA NA NA 339.934
m 87.9773098706 45.9449 0.00362699 30.7599 1.17838 NA NA NA NA 487.322
m 79.3053543952 45.1288 0.995331 32.8692 0.440032 NA NA NA NA 409.696
g 143.11966104 115.13 1.02233 40.6109 0.384932 NA NA NA NA 778.418
m 86.7617334962 37.4088 0.270603 28.9528 1.82851 NA NA NA NA 846.105
e 157.554795705 75.7109 1.77859 69.7648 0.961818 NA NA NA NA 462.395
g 157.027762824 74.9881 1.7801 69.798 0.960033 NA NA NA NA 462.395
m 9.82280171226 22.4393 0.475594 21.535 0.766246 NA NA NA NA 645.516
m 90.8207315022 47.0123 0.820473 35.5075 1.76373 NA NA NA NA 550.91
m 69.0091971264 31.3728 0.303603 28.5608 0.790677 NA NA NA NA 486.561
g 113.110091084 61.079 1.3636 50.7149 1.72261 NA NA NA NA 476.842
m 95.4358370043 49.2114 0.318958 39.8883 1.1417 NA NA NA NA 674.46
e 87.2876831986 23.1983 1.77664 21.6012 0.82418 NA NA NA NA 555.563
g 147.917754605 77.5422 2.26192 60.432 1.34749 NA NA NA NA 836.563
e 88.9309490981 50.8788 0.606001 37.8646 0.265729 NA NA NA NA 603.193
e 85.5201581961 40.5654 0.213463 34.8856 1.61746 NA NA NA NA 251.923
