mass v1 v2 v3 v4 v5 v6 tag
mass tag
59.0545446503 e
88.0792727349 m
1106.52724242 4me
94.8461549226 m
92.4473370544 e
106.71889401 m
1587.51528997 4me
99.6973622032 m
90.689178293 e
86.9863995825 m
1493.19839844 4me
2057.43642715 4mm
1456.897463 4mm
66.9927058187 m
91.2817223828 e
92.2089249192 m
683.981597814 4me
1463.14475781 4mm
34.2866553867 e
67.7849602836 m
790.310456855 4me
1535.60468864 4mm
1392.81366424 4mm
92.0132596033 e
91.0862550756 m
1440.50561276 4me
1494.28757216 4mm
94.4846420487 e
68.2443124877 m
1239.10803719 4me
88.6335951285 e
92.399029725 m
1442.34294237 4me
99.1661686854 e
102.921931946 m
1601.81792508 4me
72.7780173773 e
87.5091094989 m
1477.61019969 4me
85.9338960313 e
90.8537814509 m
1320.39717341 4me
78.6605198515 e
70.2430645467 m
1007.21059451 4me
87.2252908524 e
91.66036595 m
1175.81995012 4me
1505.98224163 4mm
90.1751158252 m
80.5979599114 m
92.9910578025 e
91.0938442991 m
1468.00946229 4me
291.424128983 e
62.9704667849 g
91.6450664743 e
99.4636687993 m
1663.86486801 4me
93.1103423639 m
81.4161095422 e
90.5771985127 m
1476.7429949 4me
85.3516427772 e
90.7927672959 m
1608.01208271 4me
92.8291336189 e
89.0156001695 m
1436.1586771 4me
1343.26328219 4mm
81.2354808235 e
1490.93630639 4mm
90.6975281947 e
101.752396087 m
2076.74638115 4me
1468.35264538 4mm
91.2768996893 e
39.0709041965 m
1057.47073575 4me
90.3693713625 e
97.2269669021 m
1517.71649705 4me
90.5659268038 e
96.9222676736 m
1665.87176999 4me
88.5159879377 e
86.6315431252 m
1545.42056634 4me
90.1253982811 e
85.2803509865 m
1496.87728112 4me
1504.58795249 4ee
1545.52807354 4ee
90.5886836316 e
117.38387496 m
93.2014571923 m
86.3620862509 m
93.8977790072 e
1339.65814058 4mm
94.9463351905 e
81.5060451243 m
1475.49807091 4me
1503.04053978 4ee
93.8425146073 m
1609.02825681 4ee
1322.08340668 4mm
1356.83280226 4mm
91.2326702128 e
83.5187517707 m
1302.65292734 4me
85.4485693454 e
93.2482225133 m
1468.78538957 4me
1529.01945548 4mm
1554.17809569 4ee
1623.69541894 4mm
100.271710377 m
90.0990769548 e
88.2587102887 m
1390.58993115 4me
90.2615387352 e
87.988936263 m
1416.68158868 4me
81.6532359885 e
1222.70247992 4mm
92.7613911784 e
87.701588205 m
818.369055447 4me
91.1073296525 e
87.2747866427 m
1468.72725833 4me
1719.70289187 4mm
1502.0227873 4mm
1511.74644096 4ee
1534.37602221 4mm
96.5349896703 m
1509.01833532 4ee
88.5247122152 e
41.6593540207 m
952.170821347 4me
101.899833279 e
94.4318865836 m
1530.69813557 4me
1543.92841293 4ee
89.7281915735 m
1315.01474382 4mm
1481.14212502 4ee
1433.60652416 4ee
1671.6151022 4mm
1528.54108081 4ee
1533.35575493 4ee
1252.74387814 4ee
90.2628887278 e
83.5640293789 e
121.272817663 m
89.7893040607 e
90.8451717492 m
1535.12831996 4me
7.46637305606 g
80.3407235842 e
86.8372902002 m
1671.34820607 4me
93.3502957359 e
93.9581216374 m
875.43302597 4me
1176.37950456 4mm
94.7206219105 e
87.4771089937 m
1278.34965003 4me
87.9101329147 e
76.5506106384 m
1404.28531515 4me
758.911599663 4ee
1546.55075261 4mm
1541.48971815 4ee
71.799093 m
1544.70913111 4mm
91.6360735488 e
91.3908336719 m
1503.39688722 4me
93.298112765 m
1360.43156175 4ee
1519.30556997 4ee
86.7866236072 e
93.422069433 m
1350.5027215 4me
91.4852212095 e
91.855093692 e
89.3031200131 e
1431.64195355 4mm
23.7763697605 e
97.9924411912 m
859.706028274 4me
85.8065611636 m
90.0310128821 e
93.5221112621 m
1587.7866785 4me
90.2108007718 e
98.4187980219 m
1562.44276027 4me
88.7944790942 e
94.1177079442 m
1701.84940085 4me
1624.93642175 4ee
90.2568169082 e
89.352451568 m
1481.69396156 4me
53.0518575272 m
91.6521387751 e
89.2175891629 m
1468.82941516 4me
1480.84811503 4mm
51.6827118051 e
84.2223556907 m
964.551913542 4me
1532.10305299 4mm
1456.05478161 4mm
1486.66701124 4ee
91.3867138 e
87.7978688855 m
1361.28547273 4me
19.1541247188 g
97.4252276502 m
88.4572797373 e
91.2805763073 m
1583.79238134 4me
1471.59548014 4mm
1145.96961151 4ee
1421.19181556 4mm
1450.85233889 4ee
181.868921467 g
92.3247960923 e
93.5619573135 m
1568.21414526 4me
1609.04629831 4mm
89.6331114433 e
87.8010823997 m
1642.94279574 4me
826.310655894 4mm
1484.40643728 4mm
90.1984148496 e
33.3700704089 m
838.945109056 4me
1663.00708753 4mm
91.2765821425 e
87.2397097385 m
1486.04113476 4me
91.5243825624 e
14.24042134 m
530.719162274 4me
86.6122295298 m
4.58585203612 g
85.330939096 e
95.9059654701 m
1479.9052244 4me
90.7290517524 e
95.4030473411 m
1539.8244878 4me
84.6334440647 e
92.5593671615 m
1291.1642245 4me
1360.27876636 4mm
79.5191508743 m
1485.93433941 4ee
111.450613068 m
14.4305254956 e
81.1180101257 m
613.733927111 4me
1360.39646231 4ee
1728.92567409 4mm
87.5035272275 e
87.3314472914 m
1574.37658161 4me
87.7932835801 e
94.0651720243 m
1424.54086973 4me
90.5624837189 e
89.2988226226 m
1550.78768851 4me
66.0702025562 m
1335.93908139 4mm
90.0198798587 e
90.9436457496 m
1505.73935396 4me
92.0177040122 e
85.6100911138 m
1750.44220578 4me
1550.67744943 4mm
93.3711855053 e
96.6735288737 m
1502.63333102 4me
1453.49737098 4ee
92.1842792242 e
110.083801605 m
1711.9235998 4me
94.4506725847 m
91.2090365701 e
49.1527057045 m
1586.23194268 4me
91.8520159154 m
1371.51778271 4mm
90.2597490479 e
1415.43439712 4mm
1545.27152835 4ee
96.1059476798 m
84.3837601103 e
90.7940870979 m
1529.23956612 4me
1516.76771865 4ee
89.1808838901 e
89.6223027912 m
1386.16931818 4me
87.6649344754 e
95.2828752935 m
1636.29205406 4me
1434.1937789 4mm
1291.69192708 4ee
86.1877127089 e
96.1817676743 m
1423.63622407 4me
91.9153723494 e
87.7317048655 m
1433.84827948 4me
92.6770633141 e
97.9871282526 m
1621.86963596 4me
89.6609199316 e
94.739689794 m
1559.47762915 4me
923.887775517 4ee
89.8454144134 e
90.9918180797 m
1448.01011904 4me
90.9670946114 m
1760.92722697 4ee
1424.40956854 4ee
90.4656593761 e
33.602391297 m
1605.30099909 4me
90.9030109317 e
90.3859420292 m
1733.77101369 4me
129.75135175 m
1543.46840441 4mm
87.8432109435 m
80.8959735458 m
90.901821862 e
91.8216566871 m
1578.63986115 4me
85.0781784033 e
92.9131997309 m
1531.53408141 4me
55.0344630236 e
84.4428728896 m
1240.65321517 4me
1518.96188508 4ee
92.0674849245 e
95.5900902858 m
1572.20188184 4me
90.2018991527 e
89.8789308135 e
83.1321558442 m
1361.80373808 4me
89.9244703118 e
1584.85930763 4mm
88.5727651296 e
86.839594333 m
1495.01855586 4me
104.241339224 m
89.829314783 m
92.7651618367 e
113.662024473 m
1764.10731077 4me
1569.10805035 4ee
92.4961967007 e
93.5269817138 m
1526.99131529 4me
1417.30405473 4mm
1369.51005613 4ee
90.9618193183 e
84.0298806764 m
1430.32691382 4me
1508.50458592 4ee
90.6734442336 e
1580.00929816 4mm
1558.56524789 4mm
105.272171769 e
83.1385197819 m
1520.00172673 4me
1093.67891866 4ee
1517.65927532 4mm
90.4602859374 e
91.5011151422 e
88.0947946177 m
1468.64997272 4me
92.8727505386 e
89.6062626748 e
80.9496800428 m
1354.31087498 4me
84.078773142 m
88.9992823812 e
90.5265353373 m
1482.34791891 4me
95.7444207901 e
110.020953923 m
1559.72419901 4me
93.614686669 e
705.528010399 4ee
91.2893748354 e
91.4595609555 m
1470.85262618 4me
88.17317693 e
124.954932803 m
1028.0444707 4ee
1466.75643373 4mm
1466.49158667 4mm
93.3468878414 e
87.9191747861 m
1469.61168659 4me
92.1666553271 e
93.33620096 m
1121.90745466 4me
95.7240058951 e
94.6370039451 m
1412.73757917 4me
1549.70074919 4ee
91.118409557 e
84.3796264158 m
964.808118733 4me
97.9240956864 m
91.4313799718 e
89.1889551325 m
1516.02565874 4me
1490.35908497 4mm
716.950971816 4ee
1121.23275517 4mm
83.1895744928 e
91.275128983 m
1481.92226358 4me
91.3085823006 e
97.2815571493 m
1557.04660193 4me
192.412068994 m
28.7061699435 e
89.0938749638 m
710.33442765 4me
1506.31680898 4ee
49.7224050577 e
96.1287411392 m
1028.02816367 4me
88.9212827832 e
92.6017692187 m
1502.81964306 4me
88.5408479182 e
85.0978193272 m
1522.81702997 4me
85.2661387995 e
90.7043188488 e
92.6745958796 m
1480.87203963 4me
95.3825685102 e
26.6759330441 m
1307.87901289 4me
1651.98466006 4mm
69.7878012902 e
84.4973353447 m
1228.85459067 4me
1815.1466945 4mm
1471.84068467 4ee
81.7222976706 m
99.5033875172 m
1467.16938838 4ee
91.6265265517 e
91.4740173985 m
1533.94851695 4me
1294.72239092 4ee
274.591142328 g
90.5699770063 e
86.9168759767 m
801.124364509 4me
98.78484423 e
93.9320524343 m
1305.31281218 4me
89.9802605252 e
98.4866588923 m
1330.08036153 4me
91.0471909281 e
88.5828501626 e
82.0765696729 m
1367.56784246 4me
90.3844132799 e
98.8068703603 m
1596.69876631 4me
90.5843117711 e
98.1300776895 m
1466.38111895 4me
114.797433155 e
92.8101392512 m
1486.7648206 4me
91.9651627021 e
93.3804474646 m
1383.21692276 4me
1645.26400466 4mm
85.1975635128 m
86.0868289366 e
88.0078571749 m
1422.21514247 4me
1310.80840936 4mm
1424.89521412 4ee
1477.060393 4mm
90.8396693198 e
65.7140594843 m
1594.12871821 4me
1509.94188302 4ee
1457.87123504 4ee
71.2621670876 m
1556.4308977 4mm
1591.0878315 4mm
91.9500418921 e
85.2137053155 m
972.029655487 4me
89.1153100213 e
81.8103470655 m
1430.47015885 4me
1545.64193711 4ee
1389.04319969 4mm
91.6916318061 e
113.848714039 m
1613.73222586 4me
96.9428848057 e
100.204346239 m
1684.51155873 4me
92.2291444151 m
1613.09050093 4mm
60.7271448187 e
83.9817490918 e
93.0209810785 m
1405.03171654 4me
90.5905277442 e
83.186295321 m
1428.49178744 4me
1433.21211852 4ee
91.820425078 e
91.4511261639 m
1498.77779026 4me
90.9335943273 e
86.3322876673 m
1451.61398598 4me
82.9971700013 m
91.40781485 e
93.0354800036 m
1481.98628491 4me
88.9989758272 e
97.7249520086 m
1604.54454031 4me
1595.93117144 4ee
90.7516846875 e
82.3344290905 m
1517.57483054 4me
89.3729885034 e
98.0975525888 m
1499.37515587 4me
1419.81825958 4mm
90.9118383205 e
92.1241628593 m
859.998037289 4me
93.9084389068 m
274.250567296 m
81.7733383679 e
88.0685241448 m
1440.74915438 4me
85.2315885936 e
88.8729730387 m
1505.17636798 4me
1632.32143658 4mm
1478.17000046 4ee
92.6803733234 e
85.5709915213 m
1511.89769238 4me
823.628747642 4mm
1439.38631008 4mm
89.9846855435 e
12.3774084126 m
500.98772188 4me
1389.29766089 4ee
90.7197874954 e
95.0857748669 m
1591.19945226 4me
1616.57543249 4ee
612.112566063 e
91.8123525744 m
1564.62850523 4mm
82.2587278104 e
91.9294517667 m
1513.81272309 4me
69.630386302 m
85.6032032185 e
91.9969655107 m
1523.68482072 4me
106.76650476 e
91.254555819 m
1516.05650942 4me
90.0307702783 e
90.0629435194 e
87.6785337279 m
1583.47130225 4me
1266.20487061 4ee
90.6368675346 e
87.3296914496 m
1432.72549169 4me
1431.5071488 4mm
70.7213724102 m
1291.40671716 4mm
1454.19351636 4mm
88.9660172031 e
736.016483995 m
91.159981065 e
91.8538061187 m
1591.50866668 4me
91.1992569932 e
102.437597692 m
1611.92816304 4me
1465.76822077 4ee
1039.72480365 4ee
89.3634957873 e
94.6203413494 m
1487.92182792 4me
1170.10254308 4ee
761.771433895 4mm
89.8959097638 e
91.8660528011 m
1448.68815976 4me
1400.19270934 4mm
167.004647223 g
87.4078369084 e
97.4546524536 m
1219.23096713 4me
88.2904873512 e
104.635989584 m
1657.85618062 4me
90.2650970056 e
94.2316731535 m
1653.49738876 4me
86.1902997715 e
90.4942646679 e
97.223632448 m
1459.2728035 4me
88.6213145481 e
87.3200254371 m
1588.73505121 4me
1530.93810216 4ee
79.5538094543 m
1462.31764995 4mm
80.4517440672 e
1562.26562153 4ee
1369.64348195 4ee
91.3259107744 e
90.7829766922 m
1449.74154249 4me
1522.60988952 4mm
29.4111354209 m
1542.53186038 4ee
92.2725282963 m
1195.15229743 4mm
101.886732041 m
1792.71519957 4mm
1438.34392326 4mm
91.5816290519 e
92.0001336895 m
1464.82047676 4me
1480.91317413 4ee
1491.64514096 4mm
83.6735490588 e
1363.99198214 4mm
1520.51897166 4mm
1479.37136788 4mm
1429.99536433 4mm
1463.13385711 4ee
92.5245287701 e
89.3646121358 m
1511.75125665 4me
87.6329538201 e
108.696287939 m
1634.73398405 4me
1493.20861306 4ee
1468.50226873 4ee
86.7610287176 e
94.0749883134 m
1534.51881594 4me
91.5026605244 e
21.4469413846 m
715.066144713 4me
94.0448739951 e
90.6431060972 m
1331.80965079 4me
1433.96010198 4ee
68.9431475878 e
25.4066001495 m
90.6618808486 e
92.7914121397 m
1548.0012711 4me
1387.50612212 4mm
87.8208023533 e
95.1404439105 m
1516.42047964 4me
38.7696588271 e
95.5999239708 e
93.9150538759 m
1622.8436617 4me
1623.00206981 4mm
1465.93324403 4ee
92.2874797636 e
101.521178928 m
1617.04119824 4me
1307.85346403 4ee
95.7794790965 e
86.6560709102 m
1400.72702406 4me
91.1908100318 e
102.830017692 m
1557.60285066 4me
1663.40631637 4mm
90.9339226849 e
134.462595531 m
1548.54921459 4ee
92.3398238347 e
117.844053263 m
89.6602420533 e
106.012631503 m
1550.87540459 4me
91.2868644093 e
101.867157234 m
1591.5669595 4me
1563.34635169 4ee
85.4412384944 e
96.1555340319 m
1516.28756366 4me
1500.76717254 4mm
86.2217534394 e
127.50220082 m
1490.10775232 4mm
91.101739963 e
82.1887415174 m
1356.00900537 4me
1523.00607275 4mm
1546.24041978 4ee
1349.93568667 4mm
90.5476003933 e
90.5320183714 m
1519.51637755 4me
1398.19585666 4ee
89.95606172 m
93.0860022916 m
86.9069235253 m
1538.96549583 4mm
487.189024209 e
62.1295309148 m
94.3783984614 e
84.2562503879 m
1486.5234817 4me
1589.36694271 4ee
1476.42234757 4mm
74.2047047307 e
89.8774939582 m
1539.49005998 4me
91.8360485064 e
81.859774194 m
1346.60265136 4me
1619.31045433 4mm
1625.66020295 4mm
94.6358940218 e
94.3602019273 m
1612.47484425 4me
85.6108985518 e
1542.76201859 4ee
109.611081474 e
95.2792007423 m
1426.47402202 4me
89.0411313244 e
89.5004117127 m
1523.37766246 4me
1603.63233033 4ee
89.1325012261 e
97.7243350929 m
1482.25134858 4me
81.9047155543 e
85.7634989827 m
1337.79656444 4ee
1252.76009807 4mm
1542.1943971 4ee
1454.97359366 4ee
88.7298252576 e
95.5058694643 m
1602.3109541 4me
120.827889444 e
319.755241206 e
80.859988408 e
86.4641771274 m
1480.325254 4me
1649.70706063 4mm
91.0777911169 e
91.928874211 m
1579.66397902 4me
41.7153424679 m
961.683124323 4mm
91.1062903052 e
76.4958148436 m
1146.48881882 4me
1504.69145173 4ee
1523.26040677 4ee
78.3706060156 m
1571.99504414 4mm
23.7374380774 e
82.9841013232 m
767.845430177 4me
1456.73171254 4mm
90.8140203429 e
88.4529757265 m
1421.26412173 4me
89.7042837443 e
84.5608436432 m
1501.50972999 4me
86.7618588208 m
92.2377711273 e
80.587621856 m
1428.03642274 4me
93.1623986685 e
85.3830503773 m
1453.65103076 4me
80.0285528307 g
90.8785012068 e
94.7853528451 m
1709.91199549 4me
1432.12877991 4ee
91.1577122421 e
81.8122677553 m
1286.29706221 4me
92.1005181189 e
96.9912779138 m
780.038754164 4me
1315.13388217 4mm
97.4660945695 e
60.3268093331 e
84.5756967874 m
1437.82431985 4me
83.0773556705 m
1474.55546925 4mm
91.0160781412 e
1372.63267269 4ee
89.1887467627 e
89.4327710301 m
1465.33886512 4me
88.6274485959 e
94.0755908168 m
1507.5924973 4me
94.0712955196 e
88.581804774 m
1554.37185043 4me
91.1115948666 e
102.875860576 m
1531.70446373 4me
48.035142741 e
1731.20311535 4mm
101.067008616 e
95.5039655657 m
1379.67246097 4me
90.7911317501 m
90.0775318811 e
94.0904512044 m
92.6293560376 e
107.180774077 m
1578.81294872 4me
90.8111003334 e
88.6930306371 e
89.123299803 m
1527.68457376 4me
92.4402784957 e
80.8055457978 m
1494.98022162 4me
1429.69692878 4mm
119.950162783 e
94.9933608717 m
49.4338569797 m
1555.90699507 4mm
90.9572093447 e
108.004318373 m
1564.87351265 4me
92.529852022 e
85.1845554247 m
1465.66901037 4me
1715.79433134 4mm
1549.78622727 4mm
1463.80322337 4mm
99.071102508 e
92.2088268418 e
89.6583170716 m
1230.89112032 4me
91.1999820207 e
96.7068158863 m
1544.33733 4me
85.2616068826 e
94.6915170098 m
1485.62160911 4me
89.6181169685 e
89.2410868043 e
99.0525720769 m
1417.74895376 4me
774.490459794 4ee
1587.59721824 4ee
93.2459715351 e
85.1513861756 m
1385.00967997 4me
755.603295811 4ee
89.8888659796 e
43.3289634293 m
1160.28376022 4me
1555.98927484 4ee
1491.28774155 4ee
69.7920060519 m
73.1547993044 e
91.9580795591 m
1475.01963179 4me
88.4667445877 e
85.3970681508 m
1348.1800577 4me
91.2613913929 e
110.668851432 m
1711.90627083 4me
90.5136792018 e
95.9680670427 m
1514.4158111 4me
767.229274387 4mm
88.5286714273 e
87.9730395884 m
1406.82159808 4me
91.9630161375 e
99.023760552 m
1581.69665039 4me
106.150924893 e
90.5062017706 m
1488.08689603 4me
91.4929441464 e
87.2981007625 m
1244.16084339 4me
90.6489066021 e
92.0660285086 m
1446.33754667 4me
89.3664477625 e
84.8693365464 m
1520.20050772 4me
1617.3843623 4mm
88.9530681176 e
98.5572484019 m
1934.82277537 4me
878.778689291 4ee
91.7169845743 e
96.3335215899 m
1532.42816306 4me
1578.29811591 4ee
83.9236352342 e
1421.79636896 4mm
92.589569345 e
92.3483793762 m
1471.49906256 4me
90.3453643656 e
92.6208127558 m
1546.63594334 4me
1593.88855618 4ee
89.3037354098 e
93.7672475494 m
1450.51509279 4me
90.6064032346 e
94.7940137178 m
1503.74449368 4me
1498.42884788 4ee
1432.69984167 4ee
93.2358549428 e
73.7757552091 m
1382.55517961 4me
91.2230420038 e
92.4975251069 m
1472.73774525 4me
1520.76945666 4mm
92.5631394586 e
87.2108866676 m
1395.59759551 4me
1445.10948328 4mm
82.864744575 e
90.6985437346 m
1477.02536233 4me
75.0734835075 e
92.2782680622 m
1322.9247504 4me
91.1275923288 e
89.897700582 m
1401.08417151 4me
90.2401125892 e
1394.6452538 4ee
106.86740361 m
76.3377759855 m
1561.93982262 4ee
90.1534971014 e
90.5321852725 m
1020.30950415 4me
1538.33011204 4ee
1082.32987001 4mm
81.8726911734 m
91.7212857698 e
98.1175542781 m
1653.27513232 4me
1534.85463322 4ee
92.795655459 e
89.1995880931 m
1515.60493505 4me
957.502258207 4mm
92.4772912493 e
86.5267505646 m
1490.24674979 4me
90.9721219116 e
95.3327931801 m
1601.92389869 4me
1560.39145284 4mm
1499.52675417 4ee
1588.48987279 4mm
59.5638610687 m
90.3824942017 e
93.4728578864 m
1436.65114546 4me
92.4993108747 e
72.75416967 m
1780.47839941 4me
92.165075461 e
79.2924785016 m
1461.87043603 4me
1514.20819421 4ee
1516.71732051 4ee
91.1313522886 e
94.6968241017 m
1418.22655507 4me
1623.26009714 4mm
1465.87255114 4ee
83.0097162351 m
1498.88081632 4mm
92.343583302 e
78.9268992193 m
1401.68866348 4me
90.1675669995 e
83.8951608266 m
1537.01981881 4me
179.646842603 e
41.088488633 m
92.54662293 m
1662.54402876 4ee
90.6960436112 e
87.7160822098 m
1523.02477091 4me
75.3566295076 e
84.8819660408 m
1446.12348349 4me
89.2928329922 e
81.119637719 m
1330.14188331 4me
687.802902626 4ee
93.4092673254 m
86.8010860831 e
82.4198170426 m
1374.12088326 4me
92.5198279516 e
98.5878260206 m
1571.59831514 4me
1490.77834864 4mm
1453.49505247 4mm
90.8319789684 e
84.4131449629 m
1477.77244847 4me
88.2414753104 m
93.3123090666 e
97.6702538028 m
1444.69020254 4me
88.5020689594 e
100.917204954 m
1534.3812034 4me
1409.20129023 4ee
901.308367912 m
90.4757847353 m
89.1614102494 m
97.8131004529 m
67.9940506721 m
88.246019729 e
1579.99338738 4mm
94.4110718328 e
87.4003231309 m
1418.76160293 4me
91.9706030883 e
7.46864056129 m
83.6103249527 e
107.961319686 m
1514.40759116 4me
63.6645865358 e
88.6619418693 e
100.16620446 m
1352.18288701 4me
1392.2606448 4ee
1457.2843963 4ee
1485.97155699 4ee
1529.84494457 4ee
1508.22947063 4mm
91.2136442985 e
100.415178789 m
1506.863036 4me
89.7489274645 m
1041.68511772 4ee
87.4166029621 m
1491.98572076 4mm
91.6496066072 e
104.030092261 m
1619.46191537 4me
90.7994287262 m
1404.26753017 4ee
98.6658373757 e
92.3596776212 m
1547.60385995 4me
1412.87838056 4mm
1400.61060507 4ee
109.158251211 e
20.0719095285 m
90.7869678002 e
98.1827010523 m
1587.97595607 4me
92.4864373004 e
97.4136172465 m
1576.89353464 4me
93.6769778088 e
78.94123799 m
1467.08669551 4me
1751.1185235 4mm
93.5035272152 m
902.694733313 4ee
90.5778176339 e
89.5610700276 m
1607.58969806 4me
73.0453164511 e
38.4975676935 m
954.832452701 4me
90.6884015917 e
100.681679667 m
1727.62434652 4me
91.8673666399 e
94.9819515082 m
1635.26382784 4me
1575.29159215 4mm
1626.03687891 4ee
90.7406660026 e
578.170190137 m
90.9086573216 e
88.5598034815 m
2062.7965165 4me
52.1754849025 e
574.303783156 4mm
92.0196799048 e
98.5656766635 m
1426.69742588 4me
1548.98405554 4mm
1308.0685165 4ee
1470.07171988 4ee
90.2021813811 e
107.263340399 m
1644.40266143 4me
96.5120265278 e
89.1548439341 m
1552.89395512 4me
1513.96595619 4ee
89.9008735563 e
90.6996983326 m
1261.04755097 4me
95.0243042059 e
91.4882587807 m
1443.66494756 4me
45.2037962993 e
87.7985046631 m
1187.5585124 4me
1020.30191196 4ee
1585.78127661 4ee
90.9829583258 e
91.5139756402 m
1646.34909745 4me
1423.88436825 4mm
93.6483136517 e
91.5913141303 m
1572.05095033 4me
88.6403975638 m
1613.16126525 4ee
91.4582717914 e
84.7735834012 e
104.590442348 m
1502.4811361 4me
90.9332377706 e
95.0078695432 m
1801.78045263 4me
90.2258488485 e
82.4601985073 m
1625.32868438 4me
90.9157776447 e
98.2131084936 m
1534.63162516 4me
93.1951324335 e
82.4049549346 m
1272.34621251 4me
1430.57944235 4mm
89.9905581615 e
89.4467606597 m
1494.13911879 4me
1436.41272972 4mm
91.5500681509 e
87.9587284425 m
1488.70473881 4me
91.3047670987 e
91.0630637144 m
1479.46603359 4me
1458.98291236 4mm
91.4699681454 e
93.0313324106 m
990.39616317 4me
84.1467298737 e
76.8119655235 m
1389.97869709 4me
89.2899316101 e
92.8783684643 m
1542.76962837 4me
90.9239813669 e
85.9473850523 m
1487.18799033 4me
104.176726861 e
75.4164920664 m
1351.09909478 4me
1439.74653431 4mm
92.9698562946 e
33.5882925367 m
867.747749276 4me
31.7550063942 e
89.2415594488 m
437.487194782 4me
92.6427100535 e
90.3580009504 e
82.9014620844 m
1479.03910715 4me
1443.1216446 4ee
1656.84310056 4mm
1486.47002663 4ee
562.205981586 4mm
79.9400756301 e
87.7493871868 m
1460.52464839 4me
92.6982871291 e
95.2266807582 m
1529.76971068 4me
44.337210848 e
1474.34467509 4ee
90.2102351457 e
83.5214132186 m
1403.11495542 4me
87.562526439 e
85.5010525059 m
1451.64634382 4me
1509.74359987 4ee
1519.11599072 4ee
1504.27601399 4ee
1721.54456484 4mm
82.9616191021 e
90.7168997723 m
883.109684383 4me
74.9066522658 m
118.23835302 g
91.8865280773 e
92.8328177989 m
1551.54445432 4me
92.5261036107 e
96.1786656323 m
1560.92172298 4me
1604.78756317 4mm
91.7205056484 e
86.7599482231 m
1552.35628573 4me
948.687778428 4mm
89.328053611 e
101.740926157 m
1651.01050767 4me
89.9911008052 e
1515.19336361 4mm
87.848806513 e
1398.41151139 4mm
91.1211176529 e
84.985999551 m
1481.00364143 4me
229.525235772 e
1103.97716473 4mm
91.134085942 e
90.6122089027 e
1527.36680468 4mm
90.6070231043 e
102.499694241 m
1602.97703744 4me
84.5350194093 e
88.0290589598 m
1498.34676399 4me
90.3202910666 e
92.8468718865 e
71.288734719 m
1477.21445342 4me
89.4308980617 e
74.7797405395 m
1475.22387197 4me
92.8914591996 e
91.6479903677 m
1439.27675115 4me
61.8756079965 e
86.8448053907 m
1341.12553371 4me
85.749477664 e
94.6056342968 m
1542.30864123 4me
90.3282656252 e
83.0810411974 m
1401.7670098 4me
92.3878341941 e
89.9966846975 m
1521.58527237 4me
96.0814273233 e
90.9824886541 m
1139.77534372 4me
82.8174079294 e
89.7486489006 e
165.078797468 m
95.5142736959 e
85.5126993187 m
1531.71800384 4me
89.6905514349 e
93.7581355305 m
1538.57008284 4me
86.4488766177 e
84.5183922583 m
1464.61292884 4me
1440.89239741 4ee
91.1669278497 e
91.2988378231 m
1197.92326961 4me
89.1765251926 e
63.9858983893 m
1104.17363662 4me
11.0788997217 m
89.5593439127 e
84.9212835215 m
14.1208010611 e
1749.20161323 4ee
86.6027410471 e
90.7635359226 m
1462.96942526 4me
1414.58654443 4mm
1438.71433176 4mm
90.4882235048 e
92.6915349321 m
1343.39055281 4me
25.8512076607 e
91.3208731242 m
616.222201411 4me
888.159363611 4ee
1474.5687866 4ee
93.6286393454 m
87.0599248267 m
1509.9646136 4ee
1438.44653718 4mm
91.2123760108 m
82.6999517027 e
89.9574878913 m
1748.50587465 4me
94.0444499599 m
89.1783731595 e
80.3223054897 m
1446.1946839 4me
1483.23438436 4ee
93.3217695927 m
1745.01955908 4mm
91.2728873142 e
96.5518815179 m
1546.2877234 4me
1477.57700664 4mm
223.699223628 m
89.9247614256 e
1589.53566784 4mm
93.7736957705 e
100.712269611 m
1661.13713023 4me
1668.70301706 4mm
1316.16402748 4mm
97.5332867304 e
87.0352169186 m
1439.97424769 4me
14.3606063786 m
641.561796939 4mm
1601.67329869 4mm
90.5343880592 e
84.1614371593 m
1166.61123315 4me
82.5410153001 e
141.805675023 m
1050.34172412 4mm
91.6149873705 e
83.7977545182 m
1380.61234813 4me
1703.84487987 4mm
92.6503367201 e
81.6279681206 m
1374.5327385 4me
95.1951872583 e
102.619024502 m
1757.70286239 4me
1512.08937386 4mm
89.3740380107 e
83.6428314608 m
1387.55930553 4me
348.621622262 g
1521.46749791 4mm
87.8477082854 e
90.5362245118 m
1564.58763729 4me
93.1681719469 e
90.3284120986 m
1574.217382 4me
1391.6328475 4mm
91.5759874851 e
83.6331270172 m
1603.92078011 4me
1341.74596862 4ee
82.2148947987 m
1267.28509616 4ee
1362.88470992 4ee
90.2001184074 e
1503.51099829 4ee
91.5924357368 e
93.9035386574 m
1143.44072617 4me
1463.48542367 4mm
1496.79400897 4ee
89.6634500882 e
101.191937413 m
1712.64762091 4me
1479.80223297 4ee
30.515739669 e
91.6794983328 m
1121.81074 4me
91.4060305069 e
88.6693574642 m
1469.31040741 4me
94.015254396 e
115.264468767 m
90.0550319053 e
91.9462682851 m
1518.8064546 4me
1481.54125158 4mm
1602.05519229 4ee
80.9807856419 e
89.1943206813 m
1238.04643953 4me
89.9268241409 e
83.8091620515 m
1448.12468465 4me
86.6177737687 m
1080.0691627 4mm
91.5229219147 e
1572.47801935 4mm
1439.1705867 4ee
440.90463888 g
