mass v1 v2 v3 v4 v5 v6 tag
mass tag
89.7608351584 e
107.668141167 m
1658.83102966 4me
88.886470528 e
93.2475561948 e
1591.55167485 4ee
88.8484814749 e
85.6377605317 m
1416.73202014 4me
91.6969423717 e
44.4170145563 m
1755.73324925 4me
87.2311459132 e
99.6315612567 m
1562.01358529 4me
87.3327033126 e
87.6502916655 m
1407.66279234 4me
87.6921078373 e
85.1216581895 m
1438.86199918 4me
88.4183443551 e
86.4858381852 m
1437.47000312 4me
90.476535113 e
94.8922713363 m
1485.56641787 4me
91.4048522748 e
1300.46626471 4mm
1478.37712916 4mm
90.3292959232 e
96.7168429738 m
1540.76576297 4me
1666.34169122 4ee
1478.57640195 4ee
966.488304884 4ee
90.3039520679 e
85.0303984626 m
1537.34397457 4me
4.88792878753 m
1420.9340691 4mm
89.7174817928 e
89.7939981281 m
1513.3346799 4me
1638.0945737 4mm
92.0820387784 e
89.1896848277 m
1407.59120223 4ee
1172.93797688 4mm
91.1391255459 e
94.7853251746 m
1453.3906511 4me
1585.62509907 4mm
1877.98333838 4mm
88.6213840991 e
95.0003646069 m
1335.7273993 4me
1541.58872539 4ee
87.9941270648 e
103.591749294 m
1740.52171662 4me
1333.86536932 4mm
90.9308852083 e
87.8077345304 m
1348.75148566 4me
955.6199854 4mm
1512.36817403 4mm
1406.33732919 4mm
88.6099121753 e
93.6674312449 m
1210.36209306 4me
92.7405983548 e
94.0317428826 m
1429.28816586 4me
89.4280623468 e
74.2378907933 m
1447.02166907 4me
99.4214685139 e
93.7767844471 m
1523.63019176 4me
88.7399305829 e
84.4375644666 m
1359.49342484 4me
89.2694392656 m
90.9902826184 e
87.0988487812 m
1354.7057437 4me
1394.18757642 4mm
87.8317843627 e
95.1494068046 m
1384.83398227 4me
91.2339317271 e
85.7810965399 m
89.6335312211 e
72.5362766267 m
1423.63963537 4me
122.465079175 g
84.3204005219 m
1692.40791878 4mm
81.3676655662 e
100.814943934 m
1738.10995714 4me
85.6591958406 e
97.2268004159 m
1425.06170381 4me
695.869665115 4mm
1498.16662245 4ee
88.3243689108 m
84.6973330636 m
156.260681118 g
94.368780486 e
100.429554839 m
1588.59273011 4me
85.2259960641 e
102.389857699 m
1615.88506996 4me
91.4942719317 e
90.7199729962 m
1312.96205793 4me
90.6027312399 e
89.8188110023 m
1365.02326665 4me
98.3212172999 e
90.627255882 e
86.2695949408 m
1689.28517104 4me
1635.83335254 4ee
1536.10987249 4ee
91.8665077373 e
99.0685221631 m
1475.66639502 4me
1527.18491883 4mm
1525.0782739 4mm
1469.85075477 4ee
92.3792970304 e
76.0440713996 m
1469.92179051 4me
99.3400759617 e
89.1599940355 m
1396.99058422 4me
828.681437598 4mm
93.0818110988 m
1432.78782358 4mm
1485.22120684 4ee
92.6133970365 e
85.9226572642 m
1593.57536285 4me
99.7736054019 e
99.131715711 m
1525.83023184 4me
91.8736911735 e
93.5014782855 m
1515.12540644 4me
1500.30563384 4mm
1469.13397711 4mm
89.9778888381 e
95.8902809307 m
1448.2709153 4me
33.3723544405 e
1530.73127051 4ee
90.2318259793 e
76.2107916981 m
1527.53346668 4me
91.3613947589 e
87.2704099952 m
1408.79450925 4me
21.3842641112 m
303.014711635 e
1492.34976647 4ee
1472.73531275 4ee
73.0026630752 e
89.0566914175 m
1355.33247578 4me
1495.57400246 4ee
86.3726533917 e
87.5147448249 m
1443.99317114 4me
92.5184638396 e
86.8559066576 m
1467.19854857 4me
1472.50729496 4ee
93.6093069277 e
102.062879357 m
1548.9784112 4me
1523.05960524 4ee
89.9030945626 e
104.322284516 m
1590.05464331 4me
1251.89447928 4mm
1574.596591 4ee
1416.45069962 4mm
81.4498351533 m
89.850868991 e
95.8501036677 m
1540.82111497 4me
80.747228445 m
1508.80555773 4ee
1260.38099894 4mm
241.119740054 g
90.6771818094 e
95.0044150876 m
1483.08057241 4me
1377.11098229 4mm
45.5898470108 e
88.2373267615 m
1518.84829554 4ee
87.1264481691 e
100.146828768 m
1668.07856989 4me
1469.70819598 4ee
95.6122934205 e
94.5225473353 m
1565.63421706 4me
1531.60938022 4ee
1216.77911083 4ee
93.4000372296 e
79.4429832521 m
1347.16898031 4me
1389.84034197 4ee
91.2844037197 e
18.0312465281 m
628.185981984 4me
1512.75942056 4ee
89.3167023576 e
94.7766396892 m
1514.77451257 4me
1494.73033725 4ee
90.3264999652 e
101.532003919 m
1359.83141567 4me
536.067422319 g
66.6885652213 e
88.3987308286 m
1607.4195681 4me
1530.80459106 4mm
89.4381154523 m
86.6702899878 e
87.6230414692 m
1628.36087731 4me
1041.49449319 4mm
85.1310411945 e
53.807258615 m
1366.5086323 4me
95.5302948834 e
91.06763519 m
1577.0989321 4me
89.0730492542 e
82.7448221046 m
1416.79037824 4me
1337.3982837 4ee
1221.72441242 4ee
1206.92862201 4mm
40.4115944923 e
91.1681133598 e
90.4037129089 m
1573.87333632 4me
1483.9216285 4ee
1339.48390328 4ee
91.054481816 e
135.280423706 m
100.245445881 e
88.3311348442 m
1751.50590575 4me
1520.72638236 4ee
1384.69706416 4ee
92.3391349068 e
93.9869796822 e
69.9899880397 m
1546.29994118 4me
118.282621289 m
88.0924818436 e
89.5080265109 m
1571.15834201 4me
1451.68078131 4mm
88.5864316625 m
89.1141119019 e
65.6432227462 m
1157.36827362 4me
1439.0250573 4mm
87.1056522674 e
97.7837434001 m
1503.4411844 4me
1554.18720309 4mm
1462.76860325 4ee
92.5261978772 e
1499.28327912 4ee
88.5763543351 e
91.3515391494 e
85.7865177789 m
1449.72409987 4me
64.6653327109 e
95.2633366205 m
1182.1367683 4me
1855.44106109 4mm
1499.60149955 4ee
82.5869943977 e
76.616814298 m
101.692372608 e
93.4877261383 m
1556.16831338 4me
1476.23420205 4ee
950.131761647 4mm
94.6871494395 e
90.9241787543 m
1409.92734811 4me
1507.30922653 4ee
1304.30615818 4mm
1495.69372403 4ee
91.955477809 e
74.9142877651 e
88.6995021746 m
1526.00535009 4me
1508.43205702 4ee
91.0703356279 e
89.8845876069 m
650.853126429 4me
92.7512572204 e
14.9519413092 m
88.7414237723 e
94.3523523701 m
1493.59911634 4me
938.115338611 4ee
92.5979373391 e
96.0979128206 m
1615.90049281 4me
88.1847759482 e
94.1562323723 e
92.3027077666 e
86.3078268697 m
1387.81491655 4me
92.3952427032 e
93.2247543901 m
1476.09438497 4me
90.3217578053 e
85.5310353748 m
818.024268939 4me
89.8251242064 e
95.4385254189 m
1620.23110373 4me
91.225221327 e
90.360081036 m
1487.35742546 4me
1449.52849257 4ee
89.300132267 e
96.8208467595 m
1622.45259036 4me
98.0726876559 e
97.2751897213 m
1487.8720776 4me
100.381605047 e
87.3329697289 m
1309.71273269 4me
1339.07656551 4mm
1527.73749541 4mm
92.0400213947 e
79.7505525643 m
1432.63317113 4me
1609.95435346 4mm
1401.4126693 4mm
93.9054637718 m
80.1845357061 m
89.3826221228 e
92.8019482307 m
1509.47648765 4me
89.8129929517 e
77.3993434925 m
1430.61920097 4me
93.5065764374 m
90.8460839225 e
82.2775392488 m
1270.27676732 4me
92.7535830122 e
98.0160997912 m
1488.20221138 4me
96.5478115722 e
85.8671123331 m
1433.69495459 4me
94.6985307102 e
89.3952840421 m
1489.76118846 4me
92.594379954 e
104.016918622 m
1606.62404495 4me
1639.55715386 4mm
91.6840987612 e
90.9219698667 m
1209.29704155 4me
88.7110242944 m
1462.30228832 4ee
90.6010861536 e
84.3439813861 m
1422.03212715 4me
1457.19942534 4ee
90.5797709353 e
94.1140467234 m
1395.42884424 4me
1563.42447421 4mm
75.3112655104 m
15.0916942874 e
87.3042976588 m
877.531440387 4me
1586.91062698 4ee
1593.59779825 4ee
94.2027368876 e
94.7728414011 m
1447.02938436 4me
1550.82141022 4mm
90.657546304 e
101.666630725 m
1500.13981854 4me
59.5074576786 e
87.0884296945 m
1502.1850414 4me
62.0077785768 g
1492.80984437 4ee
89.8588986802 e
91.4331256293 m
1524.09176505 4me
90.3660968433 e
84.796611066 m
1350.74936256 4me
1341.74706428 4mm
1452.66543452 4mm
1964.92569365 4mm
83.190559268 m
84.8336713413 m
10.4120613057 e
92.537554709 m
92.809035157 e
88.7436609507 m
1487.95269759 4me
87.4457445034 e
92.4913936343 m
1348.14093295 4me
90.8123604967 e
32.2199455316 m
723.110741386 4me
89.0884663587 e
80.7391950298 m
1469.43310364 4me
1640.7336402 4mm
91.7209173037 e
86.8252321939 m
1243.96362984 4me
90.6811192141 e
90.6034040746 m
1571.49548474 4me
1489.66927908 4ee
91.7388149353 e
1584.05579134 4mm
92.2003654979 m
94.0090916916 e
95.3679121336 m
1473.85236933 4me
92.1322904777 e
81.5268500036 m
1406.387643 4me
90.6227805262 e
104.219803061 m
1474.48958319 4me
90.1356933423 e
87.7681879369 m
1385.10594882 4me
1444.01253465 4ee
90.351533442 e
92.8867344009 m
1376.88688906 4me
1555.5496795 4mm
90.7631915906 e
22.0664863752 m
96.6536786401 e
31.1469990653 m
953.827988075 4me
163.230103549 g
1473.07760011 4ee
1487.8569137 4ee
1814.82094125 4mm
1528.87972091 4ee
91.8812095135 e
90.9515950316 m
1493.40108528 4me
91.5808419076 e
83.8134061796 m
1481.20426723 4me
88.1977761978 e
88.049496467 m
1364.62759124 4me
90.3095403489 e
99.1564451093 m
1508.44885863 4me
1428.27738772 4ee
1452.8780592 4ee
90.3861645796 e
92.0249098001 m
1404.55357874 4me
83.9000041056 e
90.8018907433 m
1336.74496144 4me
1586.62018402 4mm
560.277233609 e
1859.75586355 4mm
91.5247070213 e
92.7128463269 e
91.6715950041 m
1191.76635277 4me
1439.677594 4mm
87.8201324609 e
88.8601135235 m
1409.83055328 4me
91.5737880628 e
101.771882143 m
1627.16438816 4me
1547.29316132 4mm
87.1811349071 m
91.2128675327 e
80.9312353503 m
1400.48665571 4me
239.440031314 e
89.9199309718 m
89.5875498766 m
78.7206636806 e
86.5439265095 m
1446.46469914 4me
125.884150699 g
83.7565533164 m
35.1809269458 g
1277.59040352 4ee
809.050997857 4mm
1592.4855993 4ee
1343.57603881 4mm
90.9864953791 e
51.319469502 m
1107.49439533 4me
90.1567234851 e
9.19165175981 m
87.8009438167 e
82.3649099996 m
1258.91446844 4me
1464.34483557 4mm
91.101176462 e
93.6484917513 m
1468.17584316 4me
88.8289697872 e
99.4915830926 m
1584.4495048 4me
1297.32079982 4mm
89.5326971341 e
89.3266739575 m
1534.32418233 4me
97.0868758199 m
88.4066725032 m
87.809419087 e
92.801621377 m
1590.42354964 4me
67.7503391115 e
93.8622437546 m
1155.75544512 4me
89.9769509805 e
86.2629122547 m
863.590616902 4me
1577.72818769 4ee
1655.07071562 4mm
96.9004847955 e
87.5488130978 m
1217.10781272 4me
92.362068069 e
91.8396914216 m
1435.1283705 4me
90.8627415157 e
93.2373341494 m
1436.77886605 4me
1450.03609017 4ee
1516.93172934 4ee
1643.11543183 4ee
1540.93994239 4ee
86.3446412526 m
20.5882671943 e
98.2518107216 m
839.1038201 4me
1349.47222864 4mm
65.6305585369 m
83.8362966285 e
84.5901161241 m
1472.01428141 4me
1313.01176225 4mm
90.442041441 e
112.888814105 m
1774.74488602 4me
1623.60200588 4mm
1589.1606874 4ee
1578.05508049 4ee
63.2380241904 m
1397.3505756 4ee
90.2067378246 e
87.9636081184 m
1470.62586425 4me
88.6180812123 e
89.0227143832 m
1442.58708136 4me
91.0997184382 e
84.3708624601 m
1411.58429486 4me
1515.81782104 4ee
95.1922513639 e
90.3220317585 m
1588.18698428 4me
1443.64231996 4mm
86.7556045038 e
93.6499202024 m
1336.24506518 4me
90.6264144594 e
91.0591204576 m
879.075419832 4me
91.3498184358 e
93.9205008265 m
1330.11462842 4me
1495.16872727 4mm
86.5038960723 e
92.0054294337 m
1534.42605263 4me
89.4874060445 e
85.5057616961 m
1414.24544226 4me
90.0774499408 e
78.6497001895 m
1518.81315722 4me
81.9715524876 e
89.9385641457 m
1380.74599754 4me
1503.48954127 4ee
90.1973527063 e
90.2842196302 m
1458.04573236 4me
1463.75939358 4ee
1338.07935824 4ee
89.6902701028 e
27.1581714985 m
1632.6856026 4mm
1511.88580108 4mm
1478.58501592 4mm
1544.82650345 4mm
92.4667115504 e
95.0279572794 m
1598.14791937 4me
91.0254106126 e
8.13268785997 m
95.0712516177 e
99.785568113 m
1587.66857273 4me
90.605287978 e
23.0661255209 m
780.757299222 4me
1574.39159781 4ee
1361.72893743 4mm
1405.23281971 4mm
85.8819027437 m
1515.66338974 4ee
808.174122078 m
1515.25228719 4ee
93.1471765423 e
86.0926960959 m
1420.09558463 4me
1498.82995247 4ee
100.906605613 e
81.2525515861 m
1419.4281214 4me
89.1296262222 e
89.4694633171 m
1434.06158124 4me
84.0654322687 m
32.4222335337 e
84.0523328941 m
980.20828348 4me
93.5745149772 e
83.7069738252 m
1411.11886827 4me
87.4324415183 m
92.9862037528 e
90.0889621152 m
1115.89624821 4me
2022.32537706 4ee
87.0428458041 e
77.695668201 m
1428.63030181 4me
106.081066788 e
92.4749078874 m
1709.20908981 4me
27.2026018495 e
519.72767136 m
82.6191134193 m
90.0952631951 e
91.8490487153 m
1593.53353832 4me
92.3836341028 e
86.2038949784 m
1422.95847879 4me
1451.0871588 4ee
1488.66899351 4ee
84.1491022826 e
93.7061006861 m
1386.05702487 4me
1462.58100083 4ee
83.8860055909 e
90.9115233215 e
84.5016357527 m
1549.19058096 4me
87.8580847866 m
70.2274015951 m
90.3277011908 e
92.3674602681 m
86.5609476723 e
89.7564685489 m
1487.61304189 4me
1506.23039774 4ee
965.332114105 4ee
1499.50823441 4ee
1488.27775465 4ee
91.0778119047 e
167.476515981 m
87.6638779147 m
1329.27082167 4mm
89.4352818974 m
95.6721490372 m
1276.04690804 4ee
1598.15573089 4ee
1586.27700556 4ee
89.5897589035 e
86.344035843 m
1463.05833515 4me
90.1497309827 e
89.2429031748 e
96.3775961899 m
1617.47761897 4me
91.309600194 e
27.6561055357 m
999.677967782 4me
25.0982800711 e
86.2305670128 m
1119.11402403 4me
1364.87895571 4ee
92.8431016256 e
1637.88328751 4ee
90.6724017466 e
102.302674603 m
1555.05733339 4me
89.4644026602 e
84.8419392422 m
1354.73116186 4me
92.3258150285 e
90.4822412496 m
1400.85399193 4me
1496.00611219 4ee
1400.87261655 4mm
1504.9162954 4mm
87.9595416072 m
90.8221449273 e
89.7238352601 m
2320.3131309 4me
1576.20727583 4ee
1717.16946274 4ee
1679.64344309 4mm
1285.98022361 4mm
1425.45878126 4mm
91.1612962678 e
89.5299689951 m
1478.21687834 4me
1556.64186278 4ee
1402.23096056 4mm
89.9269254242 e
100.403212836 m
1426.71548517 4me
91.2904975873 e
84.8705367639 m
1679.94544382 4me
89.2151129962 m
90.2830083321 e
89.5662731656 m
1628.98648567 4me
38.5791822319 e
91.8184288596 m
1527.41001835 4me
1398.35657476 4ee
1520.58044914 4ee
23.2661015837 m
90.0774250729 e
97.6866508509 m
1377.39434895 4me
92.1230752266 e
98.5342624401 m
1418.57995835 4me
91.5392776052 e
1500.15109114 4ee
93.0569423323 e
91.6988065531 m
1517.21853585 4me
1521.09504358 4ee
91.1471726987 e
36.4686479828 m
994.76172502 4me
91.6450258023 e
86.2795240259 m
1451.57068002 4me
104.087027524 m
84.628978022 e
92.3404864886 m
1485.84650358 4me
1413.58669189 4mm
88.5519043658 e
93.8741056571 m
1540.29029051 4me
1492.98287153 4mm
103.089691198 e
90.6103967515 e
90.8717461664 m
1576.3110434 4me
1404.8606585 4mm
91.7234435955 e
123.853740009 m
1436.33423353 4ee
87.5102715548 e
89.7889975175 m
1269.0191068 4me
91.9018539407 e
1760.11846624 4mm
1476.02458266 4mm
905.885634865 4mm
90.3296548279 e
90.587218812 m
1463.02193567 4me
1437.77941316 4mm
87.7027707846 e
88.8934792639 m
1549.47708882 4me
1469.14486896 4ee
92.9244697732 e
83.7670229409 m
1423.46713321 4me
75.0880286955 m
89.1272228423 e
89.5400086469 m
1505.94527307 4me
86.9720056716 m
91.0223022031 e
124.830040123 m
1489.98952214 4ee
1659.85175931 4ee
92.8897029753 e
1389.92932776 4ee
91.6409571569 e
88.3519948784 m
1497.48977416 4me
91.5867853516 e
1431.76376 4mm
54.5151519066 m
97.7923987979 e
1612.18106607 4mm
1389.73748011 4ee
95.9246801625 e
81.0353974803 m
1122.4785775 4me
93.4466067577 e
165.269346682 m
93.7337055722 e
94.6591391498 m
1423.65643356 4me
90.3562920419 e
93.5312805951 m
1522.63785216 4me
1487.22556283 4ee
999.950577129 4mm
72.4235150273 m
91.7711661645 e
16.219994085 m
550.830815522 4me
1675.94451282 4mm
1824.36496876 4ee
1533.09695722 4ee
103.938817101 e
92.5504251356 e
52.3002483962 m
1555.46102133 4me
92.2586573008 e
93.6009998928 m
1582.84441561 4me
104.317548308 m
86.489583331 e
92.9116988598 m
1531.53254327 4me
91.2972066355 m
12.4984050676 m
91.0055334733 e
88.9635090324 m
1449.81354586 4me
89.8527580377 e
94.1373348129 m
1566.45681944 4me
103.951333079 e
86.1685966835 m
1419.1497996 4me
79.4471293818 e
95.5899683899 m
1617.90733353 4me
89.4614523433 e
81.4577378773 m
1426.33172514 4me
92.0289688421 e
101.137900653 m
1595.03216173 4me
1523.49895019 4ee
1812.79950855 4mm
57.1634703796 m
1619.22135088 4mm
91.2136040581 e
92.4457919442 m
1307.35395787 4me
663.329537069 4mm
87.9962950628 e
93.2481358143 m
1488.29044632 4me
1433.49546244 4ee
1501.07627516 4mm
1558.92567871 4ee
1418.80877587 4mm
87.969982613 e
85.8065737934 m
1618.75841906 4me
1144.83811702 4ee
1545.20359973 4mm
96.7891680366 e
143.263371768 m
1541.55177485 4mm
1360.34352956 4ee
1599.20531801 4ee
90.5689807285 e
83.2859250472 m
1229.11663234 4me
94.9067378537 e
92.6433726523 m
1637.05784585 4me
1464.51238913 4mm
1449.73415784 4ee
1693.57691708 4ee
91.8189446832 e
91.5061785308 m
1424.73901815 4me
89.5000694377 e
92.7046431078 m
1513.6809219 4me
1457.26961896 4mm
1593.44791889 4mm
1475.03524551 4ee
1658.36629003 4mm
90.3704468321 e
89.9952611646 m
1500.35878858 4me
93.4936972245 e
93.4908556865 m
1270.11156485 4me
96.5347040599 e
82.3318735293 m
1399.46254861 4me
741.237055451 4ee
1429.14861698 4mm
1588.26927908 4ee
92.4778088471 e
100.4923418 m
1691.4215747 4me
94.0565217018 e
86.2772101021 m
1154.57724243 4me
94.4512649483 e
81.0474199717 m
1475.90853457 4me
102.703109696 m
104.225882596 e
28.8542758714 m
537.273309974 4me
1277.09732618 4mm
1522.26055058 4ee
84.4105791983 e
865.128121198 m
93.1200945103 e
100.708044646 m
1554.33431004 4me
57.0406544216 m
89.6675346809 e
105.874944643 m
1561.72948226 4me
36.5049393038 m
1520.08286125 4mm
1535.47328357 4mm
171.143924695 e
1471.53251326 4ee
90.9292130145 e
90.3361502226 m
1459.11180433 4me
93.6698866466 e
94.0151319678 m
1587.94502329 4me
95.8762142549 e
96.5366114238 m
1283.20529494 4me
1412.9177591 4mm
89.4415515118 e
1422.91698752 4mm
1465.90081234 4ee
91.1983231723 e
90.8813196522 e
95.1409416452 m
1559.71914871 4me
75.4747900151 e
87.0969661005 m
1504.00696639 4me
1766.09054284 4mm
95.8640399369 m
93.2731654845 e
86.7925774543 m
1498.0356061 4ee
90.2767160748 e
97.8533190545 m
2395.0819128 4me
1473.10183669 4ee
91.4983965259 e
82.355316743 m
1395.14302018 4me
96.2059993514 e
89.7334983044 m
1401.58916268 4me
93.5830255946 e
94.4584825419 m
1519.94823447 4me
1531.54280101 4mm
1539.53761198 4ee
1503.98317652 4ee
87.3421960266 e
33.7145481597 m
882.400052829 4me
91.8019193297 e
92.9309738411 m
1394.24085468 4me
1217.84613643 4ee
883.356372591 4mm
81.7985955332 e
93.6230629471 m
1488.23945613 4me
1493.2461767 4ee
90.7401385375 e
83.8492708061 m
1434.13773891 4me
40.1814545766 e
83.4060964528 m
801.362618497 4me
1635.16761585 4mm
1601.59464063 4mm
84.5187705798 e
90.1120955532 m
1499.79371632 4me
1532.91423629 4mm
90.9581028039 m
97.0670905549 m
1769.50596066 4ee
1523.61445974 4mm
1547.00705114 4ee
80.1234455242 m
92.1913010986 e
93.3198912964 m
1307.61938094 4me
1766.09029238 4ee
87.4446302235 m
93.5871684708 e
87.3837791557 m
1500.61991197 4me
93.3114371166 e
89.8667220469 m
1478.76327485 4me
91.2831673328 e
93.6780171656 m
1571.30311651 4me
1492.38463607 4ee
91.9103117406 e
95.358415945 m
1539.89413436 4me
91.6775346384 e
105.949518416 m
1519.41520621 4me
1569.3326213 4mm
91.8018887335 e
72.9265071392 m
1118.84924371 4me
89.87295644 e
77.1516123363 m
1407.40938385 4me
91.4375679454 e
95.519810605 m
1503.00578438 4me
275.326933985 e
1582.87307594 4ee
91.3971676738 e
89.617279455 m
1495.40657245 4me
84.1578307531 e
90.8362143871 m
1450.3308018 4me
90.1417242452 e
93.6967366139 m
1595.99440458 4me
1407.92617049 4mm
90.5145757937 e
83.9571338701 m
1392.3969018 4me
151.218110527 e
90.5450628362 m
88.7731128594 e
100.447864786 m
1523.61621938 4me
1523.64429797 4ee
825.369677716 m
92.607625346 e
92.8039311171 m
1449.80963371 4me
54.0618123755 g
90.5774998094 e
91.033058495 m
1501.55108919 4me
1537.44336122 4ee
87.5979863209 e
88.8657254943 m
1679.80794537 4me
88.1374103411 e
66.8890540312 m
1364.40310447 4me
91.238134275 e
1554.61369469 4ee
591.732501054 4ee
91.8337004579 m
1457.18752071 4ee
78.8155216119 m
87.9406594507 e
67.8497183096 m
1474.30007862 4me
1995.72110485 4ee
1622.5376873 4ee
1983.60334705 4mm
1537.81162616 4ee
328.018832244 g
85.9285953702 e
68.7570879383 m
1481.7646868 4me
147.133846907 e
96.1597000238 m
91.1184131346 e
94.6417364652 m
1225.70097686 4me
90.4598501453 e
1484.931882 4ee
77.5214031632 m
82.9533302388 e
105.232516972 m
1732.34326952 4me
1996.88657611 4mm
90.7565929703 e
75.8483668763 m
1564.21465349 4me
1514.57693928 4ee
1345.02302085 4mm
99.0635705649 m
877.457450494 4ee
1523.78434192 4mm
96.785029025 e
81.645780354 m
1236.3659994 4me
91.0040482569 e
87.2935814671 m
1458.95793046 4me
94.5591630695 m
1452.13923532 4ee
90.9243436746 e
89.432546458 e
87.7846263407 m
1484.32189368 4me
1478.52334367 4mm
92.4630512093 e
89.5190756223 e
86.4976269602 m
1559.05184959 4me
2069.05050959 4mm
1494.66234238 4mm
95.4145595692 e
87.726892734 e
52.7201381297 m
1430.91201562 4me
1507.82281788 4mm
92.30146659 e
90.3819068533 m
1574.53730225 4me
94.2615239679 e
85.0566805678 m
1485.68409889 4me
93.4286352624 e
96.5422162323 m
1408.98834042 4me
1224.81453251 4ee
89.3054971569 e
89.6061946245 m
1831.51291218 4me
90.3572391819 e
99.1937824722 m
1609.45208646 4me
91.7463436866 e
94.4077071529 m
1496.61378803 4me
1515.95876504 4mm
661.015749022 4mm
93.3926668628 e
82.7365251606 m
1452.59501464 4me
1412.96047351 4ee
96.7025276629 m
1455.60784808 4mm
1485.46260188 4mm
1683.28547135 4mm
1468.82887383 4ee
92.5307383331 e
90.0702055826 m
1151.77308666 4mm
1310.34123144 4mm
1466.32192181 4ee
91.0643371587 e
99.3443185681 m
1655.54655886 4me
1537.08142181 4mm
91.9142296331 e
90.8606957752 m
1642.50049059 4me
249.070266899 e
1567.7217895 4ee
1549.14936768 4mm
1533.64982949 4ee
88.2629057693 e
89.4603454817 m
1464.31786628 4me
1494.13033349 4ee
95.127670961 m
88.7938186775 e
82.8907980927 m
1352.46903506 4me
1467.97285681 4ee
532.817498817 g
1167.32385918 4mm
88.7364022008 e
103.030045427 m
1708.90207251 4me
1499.60475704 4ee
1620.7288212 4mm
90.2543772441 m
92.0255747298 e
90.2933522774 m
1499.84005513 4me
88.4110190781 e
72.4416495638 m
1547.81200432 4me
90.0066115731 e
88.015415396 m
1443.0055515 4me
93.2719535881 m
78.8779744453 m
89.2728048443 e
68.9724764628 m
1119.44997954 4me
10.8525468454 m
91.7008599413 e
90.0496617293 e
1445.0629431 4ee
284.058164122 g
45.9818086023 m
218.842664611 g
1493.26845288 4mm
87.849589429 m
67.8548815149 e
121.698624254 m
87.8854785019 m
1697.33746286 4ee
91.3449672506 e
88.4713061091 e
99.1638748245 m
1596.56602274 4me
1231.2277391 4ee
1537.40809988 4ee
85.6867992911 m
86.3704471373 e
90.5427141928 m
1531.9110679 4me
91.1106548453 e
90.2651817537 e
92.8352650483 m
1500.13251971 4me
381.852327962 m
91.8004397841 e
13.6390505807 m
840.469510394 4me
93.808499737 e
83.735729837 m
1610.21179526 4me
91.7285125168 e
96.8367025847 m
1129.0658238 4me
1526.01052592 4ee
1511.65962153 4ee
673.463666287 m
92.0382700377 e
88.1166270356 m
1536.95374741 4me
89.9551633977 e
140.556441868 g
89.6982772715 e
83.0279602296 m
1466.85680005 4me
94.1302313662 e
91.0263087135 m
1402.05749189 4me
1513.52791097 4ee
92.6976480015 e
96.9625290353 m
1515.58248131 4me
91.2026614602 e
81.0837134681 m
1469.34019212 4me
72.599948752 e
85.4167078296 m
1468.68374297 4me
1424.4644102 4mm
1536.61841642 4ee
48.687287334 e
87.5615922759 m
65.3815446636 g
87.1967454778 e
106.377625311 m
1670.53256953 4me
90.9064696201 m
94.3995726214 e
84.9075354876 m
1409.06893357 4me
88.7572201707 m
88.2881502081 e
55.9439192866 m
645.617309377 4me
1216.38053254 4mm
1784.041657 4ee
88.4846596547 e
87.7914668536 m
1580.90990513 4me
1254.44567512 4ee
95.1651810792 e
37.5698803431 m
963.552958556 4me
89.4333748489 e
93.8927980467 m
1438.4484902 4me
89.9813552713 e
106.327567493 m
1774.41053531 4me
1828.38520076 4mm
88.0599145227 e
81.2031800193 m
1477.08504384 4me
1521.36048592 4ee
90.6699663201 e
82.3317583752 m
1483.79925895 4me
1626.06035672 4mm
92.7733201296 e
67.947182187 m
1369.36787952 4me
101.12325189 e
92.2405370783 m
1431.69912779 4me
90.8100686261 e
96.1592976979 m
1542.08068795 4me
93.9156763919 e
96.5360315298 m
1507.10141185 4me
1337.43261161 4mm
1607.06354454 4mm
92.6791060921 e
90.6603227864 e
1467.49011094 4mm
90.0576739515 e
94.7540707748 m
1575.74219251 4me
90.8266001558 e
93.1775592367 m
1578.50667323 4me
92.1777305739 e
83.2173886008 m
1615.14236326 4me
1773.73956238 4mm
1414.45231201 4mm
1065.67241295 4mm
1571.15231017 4mm
89.7332457903 e
75.6558551592 m
1365.4535267 4me
92.0475915741 e
90.6141871906 m
1447.04972374 4me
80.1440862744 e
95.6207774989 m
1478.0255286 4me
1267.26407811 4mm
1520.32032493 4ee
92.1640334679 e
84.7974928986 m
1275.38415863 4me
1332.25445901 4ee
1661.94669639 4mm
1475.62762778 4mm
1417.39331541 4ee
91.7571554486 e
85.9676895598 m
1438.26733114 4me
1403.73775149 4ee
1626.36944462 4ee
83.8825084443 e
93.7440711151 m
1526.03435952 4me
1537.70518041 4ee
93.0090508706 e
71.6452147232 m
1345.38437686 4me
1441.00785119 4mm
92.603079927 e
87.676754168 m
1298.79248715 4me
91.9490107909 e
119.985603642 m
87.7747889364 m
1466.69439221 4mm
91.8878095142 e
87.6639671766 m
1454.70831267 4me
1474.12927984 4ee
91.6243523661 e
10.0071203795 m
592.781431286 e
26.8489409032 g
89.2728137121 e
1451.80060704 4ee
1541.34869208 4mm
1399.3626918 4ee
1012.85102411 4ee
94.5714980886 m
92.1331750159 e
91.9131349225 m
1122.18867581 4me
1563.93434646 4ee
1485.3476784 4ee
1336.90532711 4mm
87.5696379713 m
1455.72535493 4mm
90.681560661 e
88.4480817407 m
1442.57141991 4me
94.5792947823 e
100.005657862 m
1329.91361137 4me
